,apex,domain_malicious,subdomain_malicious,#total_scans,#benign_scans,#query,#ip,#ns,ns_matching,#soa,soa_matching,label,positives,response_code,rlength,url_after_redirects,url,suspicious_tld,length,entropy,fake_tld,brand,pop_keywords,similar,is_idn,minus,num_subdomains,mean_urls_per_subdomain,mean_path_depth_per_subdomain,mean_query_parameters_per_subdomain_paths,mean_path_length_per_subdomain_paths,mean_number_of_popular_keywords_per_subdomain_paths,url_length,#query_parameters,#dots_in_path,#brands_in_path,#similar_keywords_in_path,#suspicious_keywords_in_path,Alexa_Rank_Avg,Is_FQDN_In_Alexa_1Year
63,samuhacreations.com,True,False,42.0,8.0,2489.0,11.0,1.0,True,1.0,None,0,12,"48    1
Name: response_code, dtype: int64","48    1552
Name: rlength, dtype: int64","48    True
Name: url_after_redirects, dtype: bool","48    http://points.samuhacreations.com/storage/fram...
Name: url, dtype: object",N,80,0.5653873758715222,0,0,0,0,N,0,4,6.0,2.3142857999999995,0.0,13.714285999999998,0.0,80,1,2,0,0,0,45639.082,False
64,servereload.ga,True,False,20.0,1.0,63.0,1.0,1.0,True,1.0,None,1,12,"11    1
Name: response_code, dtype: int64","11    114
Name: rlength, dtype: int64","11    True
Name: url_after_redirects, dtype: bool","11    https://servereload.ga/go/vv/direct.php
Name: url, dtype: object",N,70,0.5584877123310086,0,0,0,0,N,0,1,15.0,2.0666666,0.0,9.533334,0.0,70,1,1,0,0,0,1000000.0,False
65,amazonsecures20191215.com.cn,True,False,11.0,0.0,24.0,1.0,1.0,True,1.0,None,1,9,"356    1
Name: response_code, dtype: int64","356    610
Name: rlength, dtype: int64","356    True
Name: url_after_redirects, dtype: bool","356    http://amazonsecures20191215.com.cn/
Name: url, dtype: object",N,68,0.5922004040732372,0,0,0,0,N,0,1,5.0,1.0,0.0,1.0,0.0,68,1,2,1,0,0,1000000.0,False
66,fazekaslakotelep.top,True,False,70.0,0.0,221.0,2.0,1.0,True,1.0,True,1,12,"152    1
Name: response_code, dtype: int64","152    14710
Name: rlength, dtype: int64","152    True
Name: url_after_redirects, dtype: bool","152    https://fazekaslakotelep.top/osu.edu/OSU.htm
Name: url, dtype: object",N,76,0.5791342094672647,0,0,0,0,N,0,2,14.0,1.6428572,0.0,12.571428,0.0,76,1,2,0,0,0,1000000.0,False
67,maalim.xyz,True,True,399.0,0.0,388.0,1.0,1.0,True,1.0,True,0,15,"123    1
Name: response_code, dtype: int64","123    183954
Name: rlength, dtype: int64","123    True
Name: url_after_redirects, dtype: bool","123    http://maalim.xyz/Rogers/directing/www.cibc.mo...
Name: url, dtype: object",N,81,0.5922272191675131,0,0,0,0,N,0,5,38.5,3.3560605000000003,0.0,31.113636,0.0,81,1,1,0,0,0,1000000.0,False
68,infhj347jddam.com,False,False,27.0,1.0,128.0,1.0,1.0,True,1.0,None,1,11,"19    1
Name: response_code, dtype: int64","19    44537
Name: rlength, dtype: int64","19    True
Name: url_after_redirects, dtype: bool","19    http://llimited-paypal.termsprlvacy.infhj347jd...
Name: url, dtype: object",N,80,0.588859710419913,0,0,0,0,N,1,4,6.0,1.25,0.0,4.3125,0.0,80,1,0,1,0,0,1000000.0,False
69,bluestaging.com,False,True,186.0,31.0,1954.0,1.0,1.0,True,1.0,None,0,14,"34    1
Name: response_code, dtype: int64","34    246
Name: rlength, dtype: int64","34    True
Name: url_after_redirects, dtype: bool","34    https://verification.page.support.app.paypal.c...
Name: url, dtype: object",N,80,0.5580778299960102,0,0,0,0,N,0,7,22.75,3.1875,0.075,29.305952,0.0,80,1,0,1,0,0,1000000.0,False
70,virstainfo.com,True,False,27.0,0.0,16.0,1.0,1.0,True,1.0,None,1,14,"330    1
Name: response_code, dtype: int64","330    22039
Name: rlength, dtype: int64","330    True
Name: url_after_redirects, dtype: bool","330    http://virstainfo.com/
Name: url, dtype: object",N,54,0.5705630856885084,0,0,0,0,N,0,0,16.0,1.625,0.0,13.25,0.0,54,1,1,0,0,0,1000000.0,False
71,login-wallet.com,True,True,111.0,0.0,282.0,1.0,2.0,True,2.0,True,1,12,"326    1
Name: response_code, dtype: int64","326    0
Name: rlength, dtype: int64","326    False
Name: url_after_redirects, dtype: bool","326    http://login-wallet.com/signin/phone-confirmat...
Name: url, dtype: object",N,81,0.5860543796613402,0,0,0,0,N,2,3,29.0,2.137931,0.0,21.068966,0.0,81,1,1,0,0,0,1000000.0,False
72,thepagemaster.de,True,True,108.0,15.0,18669.0,2.0,1.0,True,2.0,True,1,14,"368    1
Name: response_code, dtype: int64","368    203326
Name: rlength, dtype: int64","368    True
Name: url_after_redirects, dtype: bool","368    http://aws.amazon.com.signin.redirect.uri.new....
Name: url, dtype: object",N,81,0.5717872308572375,0,0,0,0,N,0,9,30.5,1.8095238,0.0,16.595238000000002,0.0,81,1,0,1,0,0,3200.2822,False
73,cheilst.com,True,True,30.0,1.0,25.0,2.0,2.0,True,1.0,None,1,14,"112    1
Name: response_code, dtype: int64","112    55378
Name: rlength, dtype: int64","112    True
Name: url_after_redirects, dtype: bool","112    https://amazon-order.cheilst.com/new/aaaaaaa/s...
Name: url, dtype: object",N,81,0.5656542541692098,0,0,0,0,N,1,4,9.0,2.7647060000000003,0.0,30.294117,0.0,81,1,2,1,0,0,1000000.0,False
74,relative-inspector.gq,True,False,35.0,0.0,87.0,1.0,1.0,True,1.0,True,1,16,"430    1
Name: response_code, dtype: int64","430    10117
Name: rlength, dtype: int64","430    True
Name: url_after_redirects, dtype: bool","430    http://relative-inspector.gq/jobt/inter/Indexz...
Name: url, dtype: object",N,81,0.5902658865576111,0,0,0,0,N,1,3,23.0,2.652174,0.0,18.26087,0.0,81,1,1,0,0,0,1000000.0,False
75,swiftsbd.com,True,True,414.0,0.0,11206.0,4.0,2.0,True,3.0,True,0,14,"197    1
Name: response_code, dtype: int64","197    0
Name: rlength, dtype: int64","197    True
Name: url_after_redirects, dtype: bool","197    http://www.swiftsbd.com/wp-admin/sinppl/custom...
Name: url, dtype: object",N,81,0.5824054163366618,0,0,0,0,N,1,4,56.5,4.9616504,0.78737867,52.274273,0.0,81,1,2,0,0,0,1000000.0,False
76,jshell.net,False,False,1177.0,18.0,15086.0,1.0,5.0,True,2.0,None,0,8,"38    1
Name: response_code, dtype: int64","38    53398
Name: rlength, dtype: int64","38    True
Name: url_after_redirects, dtype: bool","38    https://fiddle.jshell.net/L48sq67b/show
Name: url, dtype: object",N,70,0.5928825803195829,0,0,0,0,N,0,1,42.0,1.8253012,0.078313254,7.7951809999999995,0.0,70,1,2,0,0,0,220040.36,False
77,westerncertification.com,True,False,375.0,0.0,4634.0,4.0,2.0,True,3.0,True,0,16,"248    1
Name: response_code, dtype: int64","248    9756
Name: rlength, dtype: int64","248    True
Name: url_after_redirects, dtype: bool","248    http://westerncertification.com/wp-admin/inclu...
Name: url, dtype: object",N,81,0.5786520154859123,0,0,0,0,N,1,3,271.0,3.8487084000000005,0.7785978,57.96679,0.0,81,1,1,0,0,0,1000000.0,False
78,copannet.com,True,False,301.0,5.0,15640.0,1.0,1.0,True,1.0,None,0,9,"158    1
Name: response_code, dtype: int64","158    0
Name: rlength, dtype: int64","158    True
Name: url_after_redirects, dtype: bool","158    http://copannet.com/Carlos/e2/affiliate_terms/...
Name: url, dtype: object",N,81,0.5785874407779866,0,0,0,0,N,0,3,40.0,9.3,0.0,81.075,0.0,81,1,1,0,0,0,4118.306,False
79,directrouter.com,True,False,203.0,32.0,92186.0,1.0,1.0,True,1.0,None,0,13,"398    1
Name: response_code, dtype: int64","398    1016
Name: rlength, dtype: int64","398    True
Name: url_after_redirects, dtype: bool","398    https://uk603.directrouter.com/~xmxuyidj/1head
Name: url, dtype: object",N,78,0.5938634352361407,0,0,0,0,N,0,1,5.8333335,1.7023808999999996,0.0,15.291667000000002,0.0,78,1,2,0,0,0,170106.7,False
80,nnhrjju.com,False,False,36.0,2.0,81.0,1.0,1.0,True,1.0,None,1,15,"400    1
Name: response_code, dtype: int64","400    2704
Name: rlength, dtype: int64","400    True
Name: url_after_redirects, dtype: bool","400    https://nnhrjju.com/login.php
Name: url, dtype: object",N,61,0.571391969633841,0,0,0,0,N,0,1,15.0,1.0,0.4,6.4,0.0,61,1,1,0,0,0,1000000.0,False
81,paypal-klantenservice.nl,True,False,15.0,0.0,107.0,2.0,1.0,True,1.0,True,1,15,"442    1
Name: response_code, dtype: int64","442    4825
Name: rlength, dtype: int64","442    True
Name: url_after_redirects, dtype: bool","442    http://paypal-klantenservice.nl/
Name: url, dtype: object",N,64,0.5682899148352664,0,0,0,0,N,1,0,15.0,1.0,0.0,1.0,0.0,64,1,1,1,0,0,1000000.0,False
82,wepcoinc.com,True,True,39.0,1.0,41410.0,2.0,3.0,True,2.0,None,0,12,"200    1
Name: response_code, dtype: int64","200    7587
Name: rlength, dtype: int64","200    True
Name: url_after_redirects, dtype: bool","200    https://www.wepcoinc.com/wp-content/backups/fb...
Name: url, dtype: object",N,81,0.5749135134284691,0,0,0,0,N,1,4,8.0,2.9333334,0.0,35.533333,0.0,81,1,2,0,0,0,1807.3876,False
83,paypal-girlshop.com,True,False,85.0,0.0,905.0,1.0,1.0,True,1.0,None,1,15,"322    1
Name: response_code, dtype: int64","322    141604
Name: rlength, dtype: int64","322    True
Name: url_after_redirects, dtype: bool","322    http://paypal-girlshop.com/signin
Name: url, dtype: object",N,65,0.5786703201073381,0,0,0,0,N,1,0,82.0,1.3292683,0.0,5.207317,0.0,65,1,1,1,0,0,1000000.0,False
84,saltanemaye.com,True,True,22.0,3.0,1084.0,7.0,7.0,True,5.0,True,0,12,"178    1
Name: response_code, dtype: int64","178    4086
Name: rlength, dtype: int64","178    True
Name: url_after_redirects, dtype: bool","178    https://www.saltanemaye.com/care/secure/succes...
Name: url, dtype: object",N,81,0.555578134648147,0,0,0,0,N,0,4,5.5,2.8,0.0,16.75,0.0,81,1,2,0,1,0,19925.535,False
85,again-m14.ml,True,False,160.0,0.0,23.0,1.0,1.0,True,1.0,True,1,14,"57    1
Name: response_code, dtype: int64","57    9971
Name: rlength, dtype: int64","57    True
Name: url_after_redirects, dtype: bool","57    http://again-m14.ml/Sharepoint/verification.ph...
Name: url, dtype: object",N,80,0.5869142222557592,0,0,0,0,N,1,4,55.0,1.8,0.47272727,22.290909,0.0,80,1,1,0,0,0,1000000.0,False
86,drgulhulullij.com,True,True,86.0,0.0,,,,,,,1,15,"391    1
Name: response_code, dtype: int64","391    34423
Name: rlength, dtype: int64","391    True
Name: url_after_redirects, dtype: bool","391    http://verifid.manage436457658779.appleid.appl...
Name: url, dtype: object",N,81,0.5987082855550669,0,0,0,0,N,0,5,26.0,1.2934783,0.1521739,4.478261,0.0,81,1,0,1,0,0,1000000.0,False
87,vvip09.org,True,False,38.0,6.0,177.0,1.0,2.0,True,1.0,True,1,16,"265    1
Name: response_code, dtype: int64","265    7708
Name: rlength, dtype: int64","265    True
Name: url_after_redirects, dtype: bool","265    http://whatsapp-grup.vvip09.org/rambo.html
Name: url, dtype: object",N,74,0.5904464613825973,0,0,0,0,N,1,2,5.0,1.0,0.0,2.7666667,0.0,74,1,2,1,0,0,1000000.0,False
88,bersitiareaload.com,True,True,47.0,0.0,,,,,,,1,13,"201    1
Name: response_code, dtype: int64","201    739998
Name: rlength, dtype: int64","201    True
Name: url_after_redirects, dtype: bool","201    https://cucumurnih.bersitiareaload.com/
Name: url, dtype: object",N,71,0.5703993605491278,0,0,0,0,N,0,1,2.5,1.0,0.0,1.0,0.0,71,1,2,0,0,0,1000000.0,False
89,trigoss.net,True,True,180.0,0.0,152.0,1.0,1.0,True,1.0,None,1,17,"270    1
Name: response_code, dtype: int64","270    34318
Name: rlength, dtype: int64","270    True
Name: url_after_redirects, dtype: bool","270    https://verification.page-apple.support.applei...
Name: url, dtype: object",N,81,0.5679734895751125,0,0,0,0,N,1,5,31.0,1.2818428,0.2208672,6.2466125,0.0,81,1,0,1,0,0,1000000.0,False
90,highrockhideaways.com,True,False,21.0,5.0,2402.0,5.0,2.0,True,2.0,True,0,13,"159    1
Name: response_code, dtype: int64","159    315
Name: rlength, dtype: int64","159    True
Name: url_after_redirects, dtype: bool","159    https://highrockhideaways.com/css/@youweb.bpm....
Name: url, dtype: object",N,81,0.5867710366736227,0,0,0,0,N,0,5,15.0,3.2666667,0.0,26.466666999999998,0.0,81,1,1,0,0,0,3305.8804,False
91,gdr03-account-resetting-support-amazn.com,True,False,69.0,1.0,17.0,1.0,1.0,True,1.0,True,1,12,"298    1
Name: response_code, dtype: int64","298    113039
Name: rlength, dtype: int64","298    True
Name: url_after_redirects, dtype: bool","298    http://gdr03-account-resetting-support-amazn.com/
Name: url, dtype: object",N,81,0.5871794668045246,0,0,0,0,N,4,0,65.0,1.0,0.0,1.0,0.0,81,1,1,0,0,0,1000000.0,False
92,destaquesohoje.com,True,False,43.0,0.0,251.0,1.0,1.0,True,1.0,True,1,11,"445    1
Name: response_code, dtype: int64","445    126
Name: rlength, dtype: int64","445    True
Name: url_after_redirects, dtype: bool","445    http://destaquesohoje.com/comprar/!!xxa-da54da...
Name: url, dtype: object",N,81,0.575784283881442,0,0,0,0,N,1,3,16.0,2.0625,0.5625,19.0625,0.0,81,1,1,0,0,0,1000000.0,False
93,ref017.com,True,True,31.0,0.0,352.0,2.0,3.0,True,2.0,True,1,11,"51    1
Name: response_code, dtype: int64","51    3300
Name: rlength, dtype: int64","51    True
Name: url_after_redirects, dtype: bool","51    http://paypai.ref017.com/
Name: url, dtype: object",N,56,0.5653922299282733,0,0,0,0,N,0,1,4.0,1.0,0.0,1.0,0.0,56,1,2,0,0,0,1000000.0,False
94,paypal-secure-id.com,True,False,78.0,0.0,798.0,2.0,1.0,True,1.0,None,1,15,"13    1
Name: response_code, dtype: int64","13    3734
Name: rlength, dtype: int64","13    True
Name: url_after_redirects, dtype: bool","13    https://paypal-secure-id.com/
Name: url, dtype: object",N,60,0.5627765903808958,0,0,0,0,N,2,0,11.0,1.2727273000000001,0.0,3.090909,0.0,60,1,1,1,0,0,1000000.0,False
95,youpaiwang.com,True,True,809.0,4.0,3171.0,3.0,3.0,True,2.0,True,0,17,"95    1
Name: response_code, dtype: int64","95    21274
Name: rlength, dtype: int64","95    True
Name: url_after_redirects, dtype: bool","95    http://youpaiwang.com/zae5g/page1
Name: url, dtype: object",N,64,0.5720011150118925,0,0,0,0,N,0,0,85.5,2.4148057,0.0,13.330232,0.0,64,1,1,0,0,0,1000000.0,False
96,spidmenatworkkore.com,False,False,89.0,3.0,41.0,1.0,1.0,True,1.0,None,1,13,"273    1
Name: response_code, dtype: int64","273    20304
Name: rlength, dtype: int64","273    True
Name: url_after_redirects, dtype: bool","273    https://spidmenatworkkore.com/off
Name: url, dtype: object",N,65,0.5792289660588269,0,0,0,0,N,0,0,25.0,1.2,0.0,3.08,0.0,65,1,1,0,0,0,1000000.0,False
97,fatorati.com,True,False,55.0,0.0,1439.0,8.0,2.0,True,2.0,None,0,13,"397    1
Name: response_code, dtype: int64","397    7600
Name: rlength, dtype: int64","397    True
Name: url_after_redirects, dtype: bool","397    https://einvoice.fatorati.com/home/set-up/app/...
Name: url, dtype: object",N,81,0.5697764744677741,0,0,0,0,N,1,4,18.0,3.3333333,0.0,17.11111,0.0,81,1,2,0,1,0,1000000.0,False
98,revview.com,True,False,27.0,0.0,1087.0,208.0,6.0,True,2.0,None,0,7,"187    1
Name: response_code, dtype: int64","187    327873
Name: rlength, dtype: int64","187    True
Name: url_after_redirects, dtype: bool","187    https://revview.com/Center-Safety-And-Security...
Name: url, dtype: object",N,81,0.5955572910940546,0,0,0,0,N,3,3,8.0,2.0,0.0,23.125,0.0,81,1,1,0,0,0,1000000.0,False
99,mobisingapore.com,True,False,67.0,0.0,3964.0,1.0,1.0,True,1.0,True,0,14,"439    1
Name: response_code, dtype: int64","439    109197
Name: rlength, dtype: int64","439    True
Name: url_after_redirects, dtype: bool","439    http://dailyquote.mobisingapore.com/vendor/bin...
Name: url, dtype: object",N,81,0.5827136432180425,0,0,0,0,N,0,4,7.5,2.107143,0.0,10.142858,0.0,81,1,2,0,0,0,1000000.0,False
100,wildreno.com,True,True,179.0,0.0,2515.0,1.0,1.0,True,1.0,True,1,11,"308    1
Name: response_code, dtype: int64","308    494
Name: rlength, dtype: int64","308    True
Name: url_after_redirects, dtype: bool","308    http://bankofamerica.wildreno.com/b02bo2a__1/
Name: url, dtype: object",N,77,0.5958483840487836,0,0,0,0,N,0,1,13.0,2.0196078,0.05882353,13.568627,0.0,77,1,2,1,0,0,1000000.0,False
101,shadowerp.com,False,False,49.0,3.0,1578.0,4.0,5.0,True,3.0,None,0,14,"128    1
Name: response_code, dtype: int64","128    0
Name: rlength, dtype: int64","128    False
Name: url_after_redirects, dtype: bool","128    https://magnumweb.shadowerp.com/upgrade/2019/f...
Name: url, dtype: object",N,81,0.5916248127777758,0,0,0,0,N,0,4,5.6666665,2.8888887999999997,0.0,16.11111,0.0,81,1,2,0,0,0,1000000.0,False
102,colecoes-ineditas-como-voce-nunca-viu.com,True,True,100.0,3.0,59.0,2.0,1.0,True,1.0,True,1,10,"435    1
Name: response_code, dtype: int64","435    3094
Name: rlength, dtype: int64","435    True
Name: url_after_redirects, dtype: bool","435    https://www67.colecoes-ineditas-como-voce-nunc...
Name: url, dtype: object",N,81,0.5873088683554344,0,0,0,0,N,4,3,6.090909,2.5716784,0.0,74.36247,0.0,81,1,0,0,0,0,1000000.0,False
103,manojagroup.com,True,True,60.0,3.0,1372.0,2.0,2.0,True,1.0,True,0,13,"234    1
Name: response_code, dtype: int64","234    103326
Name: rlength, dtype: int64","234    True
Name: url_after_redirects, dtype: bool","234    https://ntesting.manojagroup.com/access/
Name: url, dtype: object",N,72,0.5702155423921944,0,0,0,0,N,0,1,12.0,1.3913043999999999,0.0,7.239130499999999,0.0,72,1,2,0,0,0,6857.5215,False
104,tutkuav.com,True,False,7276.0,0.0,22678.0,28.0,2.0,True,2.0,None,1,17,"144    1
Name: response_code, dtype: int64","144    2108
Name: rlength, dtype: int64","144    True
Name: url_after_redirects, dtype: bool","144    http://tutkuav.com/wp-content/themes/twentysix...
Name: url, dtype: object",N,81,0.5729587740176426,0,0,0,0,N,1,3,768.0,8.2630205,0.0,73.9401,0.0,81,1,1,0,0,0,2854.9617,False
105,hankapi.com,True,True,182.0,8.0,1867.0,8.0,7.0,True,6.0,None,1,14,"209    1
Name: response_code, dtype: int64","209    1500
Name: rlength, dtype: int64","209    True
Name: url_after_redirects, dtype: bool","209    http://hankapi.com/css/Project77876AE8133647PO...
Name: url, dtype: object",N,81,0.625381453802891,0,0,0,0,N,0,3,24.0,2.35,0.0,141.8,0.0,81,1,1,0,0,0,1000000.0,False
106,bilgenart.com,True,True,11001.0,0.0,6928.0,6.0,4.0,True,6.0,None,0,16,"192    1
Name: response_code, dtype: int64","192    4848
Name: rlength, dtype: int64","192    True
Name: url_after_redirects, dtype: bool","192    http://dropbox.bilgenart.com/e29f44204e175c37d...
Name: url, dtype: object",N,81,0.6054835314509769,0,0,0,0,N,0,4,468.0,1.4919701,0.96252674,21.831905,0.0,81,1,2,1,0,0,1000000.0,False
107,finafoods.com,True,True,134.0,7.0,4808.0,5.0,3.0,True,3.0,None,0,12,"59    1
Name: response_code, dtype: int64","59    2823
Name: rlength, dtype: int64","59    True
Name: url_after_redirects, dtype: bool","59    https://www.finafoods.com/wp/lydnh/lydnh
Name: url, dtype: object",N,71,0.5776174342349247,0,0,0,0,N,0,1,37.5,3.8680556000000004,0.33333334,23.118055,0.0,71,1,2,0,0,0,1000000.0,False
108,swanrecords.com,True,False,87.0,1.0,4089.0,4.0,3.0,True,3.0,None,0,16,"314    1
Name: response_code, dtype: int64","314    9075
Name: rlength, dtype: int64","314    True
Name: url_after_redirects, dtype: bool","314    https://swanrecords.com/e/inc/microsoft.php
Name: url, dtype: object",N,75,0.5732532427328731,0,0,0,0,N,0,1,13.0,2.6923077,0.0,17.076923,0.0,75,1,1,1,0,0,1000000.0,False
109,tni.ac.th,True,True,161.0,41.0,3543.0,1.0,1.0,True,1.0,True,0,10,"383    1
Name: response_code, dtype: int64","383    136
Name: rlength, dtype: int64","383    True
Name: url_after_redirects, dtype: bool","383    https://eng.tni.ac.th/calendar/sitemap.html
Name: url, dtype: object",N,75,0.561843825421558,0,0,0,0,N,0,3,3.75,2.2045455,0.0,15.920454999999999,0.0,75,1,3,0,0,0,331053.22,False
110,pandusafety.com,True,True,89.0,16.0,31499.0,2.0,3.0,True,2.0,None,0,12,"451    1
Name: response_code, dtype: int64","451    315
Name: rlength, dtype: int64","451    True
Name: url_after_redirects, dtype: bool","451    http://fire.pandusafety.com/transaccion/mua/
Name: url, dtype: object",N,76,0.5718222991980357,0,0,0,0,N,0,1,10.0,2.5263157000000005,0.0,26.447369000000002,0.0,76,1,2,0,0,0,1000000.0,False
111,clienteoriginal.com,True,False,14.0,0.0,31.0,1.0,1.0,True,1.0,None,1,11,"406    1
Name: response_code, dtype: int64","406    7639
Name: rlength, dtype: int64","406    True
Name: url_after_redirects, dtype: bool","406    http://clienteoriginal.com/login.php
Name: url, dtype: object",N,68,0.5662815336512381,0,0,0,0,N,0,1,7.0,1.0,0.0,3.5714285000000006,0.0,68,1,1,0,0,0,1000000.0,False
112,ssstctc.org,False,False,117.0,2.0,869.0,3.0,2.0,True,2.0,None,0,10,"263    1
Name: response_code, dtype: int64","263    24535
Name: rlength, dtype: int64","263    True
Name: url_after_redirects, dtype: bool","263    https://www.ssstctc.org/wp-content/uploads/201...
Name: url, dtype: object",N,81,0.5806984004169709,0,0,0,0,N,1,4,17.5,4.5735292,0.27941176,39.07353,0.0,81,1,2,0,0,0,4109.043,False
113,rosedoodle.com,False,True,19.0,1.0,3511.0,4.0,2.0,True,2.0,True,0,14,"180    1
Name: response_code, dtype: int64","180    4072
Name: rlength, dtype: int64","180    True
Name: url_after_redirects, dtype: bool","180    https://uguu.rosedoodle.com/xr/set-up/app/signin
Name: url, dtype: object",N,80,0.5787187340916049,0,0,0,0,N,1,1,4.5,1.75,0.0,6.0,0.0,80,1,2,0,1,0,14328.143999999998,False
114,deraldjrutherford.com,True,False,138.0,0.0,376.0,1.0,2.0,True,1.0,None,1,15,"93    1
Name: response_code, dtype: int64","93    7295
Name: rlength, dtype: int64","93    True
Name: url_after_redirects, dtype: bool","93    https://deraldjrutherford.com/michaels/mazon/a...
Name: url, dtype: object",N,80,0.570523245927451,0,0,0,0,N,0,3,49.0,2.7142856,0.0,17.285715,0.0,80,1,1,0,1,0,1000000.0,False
115,zaplaty-online.best,True,False,22.0,1.0,321.0,2.0,2.0,True,1.0,None,1,10,"31    1
Name: response_code, dtype: int64","31    384273
Name: rlength, dtype: int64","31    True
Name: url_after_redirects, dtype: bool","31    https://zaplaty-online.best/
Name: url, dtype: object",N,59,0.5646834917293544,0,0,0,0,N,1,0,6.0,1.0,0.0,1.0,0.0,59,1,1,0,0,0,1000000.0,False
116,gett5.com,True,True,317.0,3.0,132.0,1.0,2.0,True,3.0,True,1,14,"164    1
Name: response_code, dtype: int64","164    9803
Name: rlength, dtype: int64","164    True
Name: url_after_redirects, dtype: bool","164    http://zepetto.gett5.com/
Name: url, dtype: object",N,57,0.5445042046439057,0,0,0,0,N,0,1,3.225,1.0310714,0.0,2.005357,0.0,57,1,2,0,0,0,13634.115,False
117,beginnerbloggingblueprint.com,True,False,128.0,0.0,4070.0,1.0,1.0,True,1.0,True,0,17,"305    1
Name: response_code, dtype: int64","305    448
Name: rlength, dtype: int64","305    True
Name: url_after_redirects, dtype: bool","305    http://beginnerbloggingblueprint.com/wp-includ...
Name: url, dtype: object",N,81,0.5781141838041007,0,0,0,0,N,1,3,55.0,3.6363637000000004,0.0,55.163635,0.0,81,1,1,0,0,0,46118.844000000005,False
118,ihc2020.com,True,False,39.0,1.0,504.0,2.0,1.0,True,1.0,None,0,11,"394    1
Name: response_code, dtype: int64","394    325
Name: rlength, dtype: int64","394    True
Name: url_after_redirects, dtype: bool","394    https://www.ihc2020.com/verified
Name: url, dtype: object",N,64,0.5917274148352664,0,0,0,0,N,0,1,7.5,1.1785715,0.0,3.75,0.0,64,1,2,0,0,0,2333.9617,False
119,digitalalltime.com,True,False,46.0,1.0,1678.0,3.0,2.0,True,2.0,True,0,15,"37    1
Name: response_code, dtype: int64","37    2337
Name: rlength, dtype: int64","37    True
Name: url_after_redirects, dtype: bool","37    https://digitalalltime.com/U000120000/one
Name: url, dtype: object",N,72,0.5764544787721816,0,0,0,0,N,0,0,20.5,2.3487394,0.0,14.228991500000001,0.0,72,1,1,0,0,0,11474.89,False
120,ecotribeonline.com,True,False,337.0,2.0,4534.0,3.0,3.0,True,3.0,None,0,14,"347    1
Name: response_code, dtype: int64","347    1236
Name: rlength, dtype: int64","347    True
Name: url_after_redirects, dtype: bool","347    https://ecotribeonline.com/js/youweb.bpm.it.on...
Name: url, dtype: object",N,81,0.5663958752063314,0,0,0,0,N,0,6,36.0,3.6388887999999997,0.0,34.36111,0.0,81,1,1,0,0,0,1000000.0,False
121,globalstylenews.com,True,True,1515.0,0.0,414.0,2.0,1.0,True,1.0,True,0,16,"448    1
Name: response_code, dtype: int64","448    268
Name: rlength, dtype: int64","448    True
Name: url_after_redirects, dtype: bool","448    http://globalstylenews.com/wp-content/themes/t...
Name: url, dtype: object",N,81,0.5635927183097867,0,0,0,0,N,1,3,449.5,6.7933645,1.3962593,86.21862,0.0,81,1,1,0,0,0,1000000.0,False
122,wezhike.com,True,True,3096.0,0.0,1432.0,5.0,1.0,True,1.0,None,0,16,"428    1
Name: response_code, dtype: int64","428    4628
Name: rlength, dtype: int64","428    True
Name: url_after_redirects, dtype: bool","428    http://wezhike.com/wp-content/plugins/css-read...
Name: url, dtype: object",N,81,0.5927251880311795,0,0,0,0,N,2,3,825.5,5.9596515,1.8277497999999999,61.516769999999994,0.0,81,1,1,0,0,0,8310.785,False
123,dekalbfire.com,True,False,274.0,2.0,24430.0,2.0,2.0,True,2.0,True,0,18,"125    1
Name: response_code, dtype: int64","125    2965
Name: rlength, dtype: int64","125    True
Name: url_after_redirects, dtype: bool","125    http://dekalbfire.com/oneee/newyear/xb/c7060c8...
Name: url, dtype: object",N,81,0.5916248127777758,0,0,0,0,N,0,3,99.0,3.4949496,0.0,32.484848,0.0,81,1,1,0,0,0,1000000.0,False
124,user45819.ml,True,True,19.0,0.0,14.0,1.0,1.0,True,1.0,True,1,13,"23    1
Name: response_code, dtype: int64","23    39090
Name: rlength, dtype: int64","23    True
Name: url_after_redirects, dtype: bool","23    https://www.allegro.pl.user45819.ml/78569/
Name: url, dtype: object",N,73,0.5992583483794593,0,0,0,0,N,0,3,7.333333500000001,1.2401961000000001,0.0,5.6666665,0.0,73,1,4,0,0,0,1000000.0,False
125,suntradersptyltd.net,True,True,165.0,1.0,619.0,2.0,2.0,True,2.0,True,1,13,"318    1
Name: response_code, dtype: int64","318    7567
Name: rlength, dtype: int64","318    True
Name: url_after_redirects, dtype: bool","318    https://www.suntradersptyltd.net/
Name: url, dtype: object",N,65,0.5594395521995125,0,0,0,0,N,0,1,37.5,1.9698093,0.0,20.704979,0.0,65,1,2,0,0,0,1000000.0,False
126,felicjakurier.com,True,False,89.0,2.0,76.0,1.0,1.0,True,1.0,True,1,8,"14    1
Name: response_code, dtype: int64","14    21768
Name: rlength, dtype: int64","14    True
Name: url_after_redirects, dtype: bool","14    https://felicjakurier.com/platnosc519/Inteligo
Name: url, dtype: object",N,77,0.5910667023988543,0,0,0,0,N,0,0,17.0,1.8235293999999997,0.0,14.0,0.0,77,1,1,0,0,0,1000000.0,False
