,fqdn,vt_duration,vt_count,vt_mal_count,vt_ratio,firstseen,lastseen,#query,#ip,#ns,ns_matching,#soa,soa_matching,label,positives,response_code,rlength,url_after_redirects,url,domain_malicious,suspicious_tld,length,entropy,fake_tld,brand,pop_keywords,similar,is_idn,minus,num_subdomains,mean_urls_per_subdomain,mean_path_depth_per_subdomain,mean_query_parameters_per_subdomain_paths,mean_path_length_per_subdomain_paths,mean_number_of_popular_keywords_per_subdomain_paths,url_length,#query_parameters,#dots_in_path,#brands_in_path,#similar_keywords_in_path,#suspicious_keywords_in_path,Alexa_Rank_Avg,Is_FQDN_In_Alexa_1Year
144,grainertypople.sytes.net,10281600.0,27.0,27.0,1.0,2019-08-13 17:04:56,2019-08-14 16:24:00,21.0,4.0,2.0,True,1.0,None,1,8,"393    1
Name: response_code, dtype: int64","393    0
Name: rlength, dtype: int64","393    False
Name: url_after_redirects, dtype: bool","393    http://grainertypople.sytes.net/dhbfmm/panel/f...
Name: url, dtype: object","1281    True
Name: domain_malicious, dtype: bool",N,24,0.44418860950307326,0,0,0,3,N,0,1,48.833332,3.0,0.0,11.785113,0.0,81,1,2,0,0,0,1000000.0,False
145,appleidappleaccount.serveirc.com,6393600.0,20.0,20.0,1.0,2019-05-24 11:32:58,2019-06-17 03:31:11,10.0,1.0,1.0,True,1.0,True,1,7,"1611    1
Name: response_code, dtype: int64","1611    163
Name: rlength, dtype: int64","1611    True
Name: url_after_redirects, dtype: bool","1611    http://appleidappleaccount.serveirc.com/
Name: url, dtype: object","1296    True
Name: domain_malicious, dtype: bool",N,32,0.473613720410385,0,2,1,2,N,0,1,40.0,1.0,0.0,0.0,0.0,73,1,2,1,0,0,1000000.0,False
146,appleid-store.redirectme.net,11836800.0,34.0,34.0,1.0,2019-06-17 20:15:52,2019-06-17 20:17:07,4.0,1.0,1.0,True,1.0,True,1,8,"492    1
Name: response_code, dtype: int64","492    0
Name: rlength, dtype: int64","492    False
Name: url_after_redirects, dtype: bool","492    http://appleid-store.redirectme.net/
Name: url, dtype: object","1757    True
Name: domain_malicious, dtype: bool",N,28,0.45351064498899063,0,1,0,1,N,1,1,36.0,1.0,0.0,0.0,0.0,68,1,2,1,0,0,1000000.0,False
147,account-appleid-apple-com.dynserv.org,86400.0,4.0,4.0,1.0,2019-08-11 17:03:07,2020-09-25 04:31:12,85.0,2.0,3.0,True,2.0,None,1,10,"1183    1
Name: response_code, dtype: int64","1183    425
Name: rlength, dtype: int64","1183    True
Name: url_after_redirects, dtype: bool","1183    http://account-appleid-apple-com.dynserv.org/
Name: url, dtype: object","1145    True
Name: domain_malicious, dtype: bool",N,37,0.5100518095410211,1,2,1,2,N,3,1,70.0,1.1818181,0.54545456,9.199353,0.0,78,1,2,1,0,0,1000000.0,False
148,tr-facebook.blogspot.com.au,,,,,2019-10-25 14:17:18,2019-11-12 05:42:35,4.0,1.0,1.0,True,1.0,True,1,6,"519    1
Name: response_code, dtype: int64","519    143499
Name: rlength, dtype: int64","519    True
Name: url_after_redirects, dtype: bool","519    http://tr-facebook.blogspot.com.au/search/labe...
Name: url, dtype: object","122    False
Name: domain_malicious, dtype: bool",N,27,0.48156220504179226,0,1,0,1,N,1,2,143.5,3.0,0.0,92.077415,0.0,81,1,3,1,0,0,1000000.0,False
149,secure01e-chase.serveirc.com,,,,,2019-05-21 11:18:01,2019-05-21 11:18:01,2.0,1.0,1.0,True,1.0,True,1,11,"1028    1
Name: response_code, dtype: int64","1028    0
Name: rlength, dtype: int64","1028    False
Name: url_after_redirects, dtype: bool","1028    http://secure01e-chase.serveirc.com/login
Name: url, dtype: object","79    True
Name: domain_malicious, dtype: bool",N,28,0.44458207663153787,0,1,1,1,N,1,1,41.0,1.0,0.0,0.0,0.0,74,1,2,1,0,0,1000000.0,False
150,mail.appleidstore.myvnc.com,10368000.0,28.0,28.0,1.0,,,,,,,,,1,7,"954    1
Name: response_code, dtype: int64","954    0
Name: rlength, dtype: int64","954    False
Name: url_after_redirects, dtype: bool","954    http://mail.appleidstore.myvnc.com/
Name: url, dtype: object","1762    True
Name: domain_malicious, dtype: bool",N,27,0.48551939524785176,0,1,0,1,N,0,2,35.0,1.0,0.0,0.0,0.0,67,1,3,1,0,0,1000000.0,False
151,signlogacciddsx.servebeer.com,,,,,2019-07-08 11:06:52,2019-07-08 15:48:47,19.0,1.0,1.0,True,1.0,True,1,9,"225    1
Name: response_code, dtype: int64","225    194
Name: rlength, dtype: int64","225    True
Name: url_after_redirects, dtype: bool","225    http://signlogacciddsx.servebeer.com/
Name: url, dtype: object","95    True
Name: domain_malicious, dtype: bool",N,29,0.4800503031461083,0,0,0,0,N,0,1,37.0,1.0,0.0,0.0,0.0,69,1,2,0,0,0,1000000.0,False
152,vkooontakte-com.000webhostapp.com,40003200.0,43.0,43.0,1.0,,,,,,,,,1,5,"353    1
Name: response_code, dtype: int64","353    7480
Name: rlength, dtype: int64","353    True
Name: url_after_redirects, dtype: bool","353    https://vkooontakte-com.000webhostapp.com/
Name: url, dtype: object","1677    True
Name: domain_malicious, dtype: bool",N,33,0.4827479473870675,1,0,0,0,N,1,1,42.0,1.0,0.0,0.0,0.0,74,1,2,0,0,0,1000000.0,False
153,chasesupport49309.000webhostapp.com,1123200.0,7.0,7.0,1.0,,,,,,,,,1,10,"586    1
Name: response_code, dtype: int64","586    7480
Name: rlength, dtype: int64","586    True
Name: url_after_redirects, dtype: bool","586    https://chasesupport49309.000webhostapp.com/ch...
Name: url, dtype: object","1505    True
Name: domain_malicious, dtype: bool",N,35,0.5000540529185701,0,1,1,1,N,0,1,144.0,6.0,0.0,0.0,0.0,81,1,2,1,0,0,1000000.0,False
154,payplmeaccount.000webhostapp.com,0.0,1.0,1.0,1.0,,,,,,,,,1,16,"773    1
Name: response_code, dtype: int64","773    102215
Name: rlength, dtype: int64","773    True
Name: url_after_redirects, dtype: bool","773    https://payplmeaccount.000webhostapp.com/paypa...
Name: url, dtype: object","1099    True
Name: domain_malicious, dtype: bool",N,32,0.48820488164154,0,0,1,1,N,0,1,60.885715000000005,3.0,0.0,4.981599,0.0,81,1,2,0,0,0,1000000.0,False
155,x-new-cyber.blogspot.com,4838400.0,4.0,4.0,1.0,,,,,,,,,1,6,"444    1
Name: response_code, dtype: int64","444    256656
Name: rlength, dtype: int64","444    True
Name: url_after_redirects, dtype: bool","444    http://x-new-cyber.blogspot.com/2013/11/cara-m...
Name: url, dtype: object","854    True
Name: domain_malicious, dtype: bool",N,24,0.4962719428364066,0,0,0,0,N,2,1,88.0,3.0,0.0,0.0,0.0,81,1,2,0,0,0,1000000.0,False
156,mail.service-apple2019.myvnc.com,9244800.0,23.0,23.0,1.0,,,,,,,,,1,7,"182    1
Name: response_code, dtype: int64","182    0
Name: rlength, dtype: int64","182    False
Name: url_after_redirects, dtype: bool","182    http://mail.service-apple2019.myvnc.com/
Name: url, dtype: object","1559    True
Name: domain_malicious, dtype: bool",N,32,0.51164238164154,0,1,1,1,N,1,2,40.333332,1.0,0.0,0.0,0.0,72,1,3,1,0,0,1000000.0,False
157,paypalverificacion-cuenta.blogspot.be,2678400.0,5.0,5.0,1.0,2019-10-26 00:21:31,2019-11-09 02:51:07,6.0,3.0,1.0,True,1.0,True,1,8,"963    1
Name: response_code, dtype: int64","963    143520
Name: rlength, dtype: int64","963    True
Name: url_after_redirects, dtype: bool","963    https://paypalverificacion-cuenta.blogspot.be/
Name: url, dtype: object","856    True
Name: domain_malicious, dtype: bool",N,37,0.510051809541021,0,1,0,1,N,1,1,45.5,1.0,0.0,0.0,0.0,78,1,2,1,0,0,1000000.0,False
158,mail.appleaccount-appsid.serveirc.com,10972800.0,31.0,31.0,1.0,,,,,,,,,1,9,"243    1
Name: response_code, dtype: int64","243    0
Name: rlength, dtype: int64","243    False
Name: url_after_redirects, dtype: bool","243    http://mail.appleaccount-appsid.serveirc.com/
Name: url, dtype: object","682    True
Name: domain_malicious, dtype: bool",N,37,0.4881253672643017,0,1,1,2,N,1,2,45.22222,1.0,0.0,0.0,0.0,77,1,3,1,0,0,1000000.0,False
159,admin.serveirc.com,14688000.0,47.0,47.0,1.0,2017-10-20 15:56:35,2020-08-04 12:46:23,44.0,4.0,1.0,True,1.0,True,1,11,"439    1
Name: response_code, dtype: int64","439    19968
Name: rlength, dtype: int64","439    True
Name: url_after_redirects, dtype: bool","439    http://admin.serveirc.com/verso.exe
Name: url, dtype: object","868    True
Name: domain_malicious, dtype: bool",N,18,0.43790729791178656,0,0,0,0,N,0,1,28.25,1.0,0.0,3.8971142999999997,0.0,67,1,2,0,0,0,3552.4114,False
160,opoxmagazine.blogspot.ru,40694400.0,99.0,99.0,1.0,2019-10-23 18:05:13,2019-11-12 01:41:52,34.0,7.0,1.0,True,1.0,True,1,6,"136    1
Name: response_code, dtype: int64","136    143311
Name: rlength, dtype: int64","136    True
Name: url_after_redirects, dtype: bool","136    http://opoxmagazine.blogspot.ru/2011/03/2006-l...
Name: url, dtype: object","952    True
Name: domain_malicious, dtype: bool",N,24,0.48978698228922657,0,0,0,0,N,0,1,71.86410500000001,2.8410256,0.0,13.361041,0.0,81,1,2,0,0,0,1000000.0,False
161,bitcoin-btc-news.blogspot.com,33091200.0,6.0,5.0,0.833333333333,,,,,,,,,1,7,"755    1
Name: response_code, dtype: int64","755    132571
Name: rlength, dtype: int64","755    True
Name: url_after_redirects, dtype: bool","755    https://bitcoin-btc-news.blogspot.com/2017/12/...
Name: url, dtype: object","1704    False
Name: domain_malicious, dtype: bool",N,29,0.46817578773687796,0,0,0,0,N,2,1,59.0,1.5,0.0,17.320509,0.0,81,1,2,0,0,0,1000000.0,False
162,apple-icloudsecure1.serveirc.com,21254400.0,39.0,39.0,1.0,2019-04-06 18:38:40,2019-04-19 13:08:01,9.0,1.0,1.0,True,1.0,True,1,6,"546    1
Name: response_code, dtype: int64","546    0
Name: rlength, dtype: int64","546    False
Name: url_after_redirects, dtype: bool","546    http://apple-icloudsecure1.serveirc.com/
Name: url, dtype: object","1713    True
Name: domain_malicious, dtype: bool",N,32,0.47513856158440737,0,1,1,1,N,1,1,40.0,1.0,0.0,0.0,0.0,72,1,2,1,0,0,1000000.0,False
163,webdisk.bankofamerica-alert.sytes.net,14688000.0,40.0,40.0,1.0,,,,,,,,,1,9,"922    1
Name: response_code, dtype: int64","922    0
Name: rlength, dtype: int64","922    False
Name: url_after_redirects, dtype: bool","922    http://webdisk.bankofamerica-alert.sytes.net/
Name: url, dtype: object","1454    True
Name: domain_malicious, dtype: bool",N,37,0.5029576681439512,0,1,1,1,N,1,2,45.0,1.0,0.0,0.0,0.0,77,1,3,1,0,0,1000000.0,False
164,accountupdate2019.servebeer.com,11836800.0,25.0,25.0,1.0,2019-06-18 04:57:08,2019-06-18 05:59:21,8.0,1.0,1.0,True,1.0,True,1,7,"742    1
Name: response_code, dtype: int64","742    0
Name: rlength, dtype: int64","742    False
Name: url_after_redirects, dtype: bool","742    http://accountupdate2019.servebeer.com/
Name: url, dtype: object","1408    True
Name: domain_malicious, dtype: bool",N,31,0.5049014313339295,0,0,2,0,N,0,1,39.0,1.0,0.0,0.0,0.0,71,1,2,0,0,0,1000000.0,False
165,mail.apple-secureinc.serveirc.com,15120000.0,31.0,31.0,1.0,,,,,,,,,1,8,"820    1
Name: response_code, dtype: int64","820    0
Name: rlength, dtype: int64","820    False
Name: url_after_redirects, dtype: bool","820    http://mail.apple-secureinc.serveirc.com/
Name: url, dtype: object","1056    True
Name: domain_malicious, dtype: bool",N,33,0.46435873180931686,0,1,1,1,N,1,2,41.0,1.0,0.0,0.0,0.0,73,1,3,1,0,0,1000000.0,False
166,form-cust.serveirc.com,14601600.0,42.0,42.0,1.0,2019-06-20 21:28:17,2019-06-20 21:28:17,2.0,1.0,1.0,True,1.0,True,1,9,"978    1
Name: response_code, dtype: int64","978    0
Name: rlength, dtype: int64","978    False
Name: url_after_redirects, dtype: bool","978    http://form-cust.serveirc.com/
Name: url, dtype: object","1357    True
Name: domain_malicious, dtype: bool",N,22,0.44657796153342233,0,0,1,0,N,1,1,30.0,1.0,0.0,0.0,0.0,62,1,2,0,0,0,1000000.0,False
167,mail.loginappleid-com.servecounterstrike.com,6825600.0,18.0,18.0,1.0,,,,,,,,,1,6,"311    1
Name: response_code, dtype: int64","311    0
Name: rlength, dtype: int64","311    False
Name: url_after_redirects, dtype: bool","311    http://mail.loginappleid-com.servecounterstrik...
Name: url, dtype: object","1504    True
Name: domain_malicious, dtype: bool",N,44,0.5080423758214907,1,1,1,1,N,1,2,52.0,1.0,0.0,0.0,0.0,81,1,0,1,0,0,1000000.0,False
168,mail.appleidapp-store.servehttp.com,10368000.0,22.0,22.0,1.0,,,,,,,,,1,7,"467    1
Name: response_code, dtype: int64","467    0
Name: rlength, dtype: int64","467    False
Name: url_after_redirects, dtype: bool","467    http://mail.appleidapp-store.servehttp.com/
Name: url, dtype: object","748    True
Name: domain_malicious, dtype: bool",N,35,0.4773235918674809,0,1,0,2,N,1,2,43.0,1.0,0.0,0.0,0.0,75,1,3,1,0,0,1000000.0,False
169,appleid-secureit.serveirc.com,31536000.0,41.0,41.0,1.0,2018-11-15 02:09:58,2018-12-14 05:18:04,30.0,1.0,1.0,True,1.0,True,1,7,"1366    1
Name: response_code, dtype: int64","1366    0
Name: rlength, dtype: int64","1366    False
Name: url_after_redirects, dtype: bool","1366    http://appleid-secureit.serveirc.com/
Name: url, dtype: object","863    True
Name: domain_malicious, dtype: bool",N,29,0.46985837184262097,0,1,1,1,N,1,1,37.0,1.0,0.0,0.0,0.0,70,1,2,1,0,0,1000000.0,False
170,bankofamerica1.webcindario.com,14169600.0,16.0,16.0,1.0,,,,,,,,,1,10,"496    1
Name: response_code, dtype: int64","496    2645
Name: rlength, dtype: int64","496    True
Name: url_after_redirects, dtype: bool","496    https://bankofamerica1.webcindario.com/bankofa...
Name: url, dtype: object","763    True
Name: domain_malicious, dtype: bool",N,30,0.47059190408871543,0,1,0,1,N,0,1,186.6,2.0,1.6,3.6,0.0,81,1,2,1,0,0,1000000.0,False
171,app-mail365outlook.gotdns.ch,518400.0,7.0,7.0,1.0,2019-07-02 14:56:23,2020-05-07 12:21:48,62.0,2.0,2.0,True,1.0,None,1,8,"267    1
Name: response_code, dtype: int64","267    194
Name: rlength, dtype: int64","267    True
Name: url_after_redirects, dtype: bool","267    https://app-mail365outlook.gotdns.ch/session/?...
Name: url, dtype: object","694    True
Name: domain_malicious, dtype: bool",N,28,0.5205621934716368,0,1,0,2,N,1,1,91.0,2.0,2.0,0.0,0.0,81,1,2,1,0,0,1000000.0,False
172,paypalsurviterlye.serveirc.com,86400.0,2.0,2.0,1.0,2019-07-31 16:50:46,2019-08-09 08:37:05,46.0,1.0,1.0,True,1.0,True,1,9,"88    1
Name: response_code, dtype: int64","88    0
Name: rlength, dtype: int64","88    False
Name: url_after_redirects, dtype: bool","88    http://paypalsurviterlye.serveirc.com/
Name: url, dtype: object","991    True
Name: domain_malicious, dtype: bool",N,30,0.4716946654421501,0,1,0,1,N,0,1,38.2,1.0,0.0,0.0,0.0,69,1,2,1,0,0,1000000.0,False
173,id-pay-inc.blogspot.com.tr,17712000.0,35.0,35.0,1.0,2019-11-12 20:05:06,2019-11-12 20:05:06,2.0,1.0,1.0,True,1.0,True,1,8,"1747    1
Name: response_code, dtype: int64","1747    143498
Name: rlength, dtype: int64","1747    True
Name: url_after_redirects, dtype: bool","1747    http://id-pay-inc.blogspot.com.tr/
Name: url, dtype: object","1192    True
Name: domain_malicious, dtype: bool",N,26,0.4937579525439013,0,0,0,1,N,2,2,34.0,1.0,0.0,0.0,0.0,67,1,3,0,0,0,1000000.0,False
174,coucoucmoi.no-ip.biz,11491200.0,19.0,19.0,1.0,2014-12-14 12:25:59,2017-09-22 15:28:56,789.0,1.0,1.0,True,1.0,True,1,6,"1162    1
Name: response_code, dtype: int64","1162    0
Name: rlength, dtype: int64","1162    False
Name: url_after_redirects, dtype: bool","1162    http://coucoucmoi.no-ip.biz/
Name: url, dtype: object","1545    False
Name: domain_malicious, dtype: bool",N,20,0.4058049217994888,0,0,0,0,N,1,1,28.0,1.0,0.0,0.0,0.0,61,1,2,0,0,0,1000000.0,False
175,webmail.withaccountapple.ddns.net,10627200.0,29.0,29.0,1.0,,,,,,,,,1,6,"1656    1
Name: response_code, dtype: int64","1656    0
Name: rlength, dtype: int64","1656    False
Name: url_after_redirects, dtype: bool","1656    https://webmail.withaccountapple.ddns.net/
Name: url, dtype: object","695    True
Name: domain_malicious, dtype: bool",N,33,0.4950400438149254,0,1,1,1,N,0,2,41.285713,1.0,0.0,0.0,0.0,75,1,3,1,0,0,1000000.0,False
176,chase-alert8.000webhostapp.com,864000.0,6.0,6.0,1.0,,,,,,,,,1,12,"1152    1
Name: response_code, dtype: int64","1152    7480
Name: rlength, dtype: int64","1152    True
Name: url_after_redirects, dtype: bool","1152    https://chase-alert8.000webhostapp.com/Chase%2...
Name: url, dtype: object","1326    True
Name: domain_malicious, dtype: bool",N,30,0.4955919040887155,0,1,1,1,N,1,1,76.0,3.0,0.0,0.0,0.0,82,1,2,1,0,0,1000000.0,False
177,mail.appleappstoreid.servegame.com,10713600.0,28.0,28.0,1.0,,,,,,,,,1,8,"483    1
Name: response_code, dtype: int64","483    0
Name: rlength, dtype: int64","483    False
Name: url_after_redirects, dtype: bool","483    http://mail.appleappstoreid.servegame.com/
Name: url, dtype: object","772    True
Name: domain_malicious, dtype: bool",N,34,0.4626997047361392,0,1,0,2,N,0,2,42.0,1.0,0.0,0.0,0.0,74,1,3,1,0,0,1000000.0,False
178,amazon-account.serveirc.com,18662400.0,49.0,49.0,1.0,2019-05-07 09:10:44,2020-09-04 16:44:01,34.0,5.0,1.0,True,1.0,True,1,8,"528    1
Name: response_code, dtype: int64","528    163
Name: rlength, dtype: int64","528    True
Name: url_after_redirects, dtype: bool","528    http://amazon-account.serveirc.com/
Name: url, dtype: object","792    True
Name: domain_malicious, dtype: bool",N,27,0.4670008767293332,0,1,1,1,N,1,1,35.0,1.0,0.0,0.0,0.0,67,1,2,1,0,0,1000000.0,False
179,applesupind.serveirc.com,5529600.0,5.0,5.0,1.0,2019-01-16 13:54:47,2020-09-26 17:01:13,109.0,2.0,1.0,True,1.0,True,1,8,"1506    1
Name: response_code, dtype: int64","1506    0
Name: rlength, dtype: int64","1506    False
Name: url_after_redirects, dtype: bool","1506    http://applesupind.serveirc.com/Verify.php
Name: url, dtype: object","1444    True
Name: domain_malicious, dtype: bool",N,24,0.47150690338358664,0,1,0,1,N,0,1,42.333332,1.0,0.0,0.47140452,0.0,75,1,2,1,0,0,1000000.0,False
180,paymentremittance.blogspot.be,2246400.0,4.0,4.0,1.0,2019-10-29 06:00:07,2019-11-12 13:55:26,10.0,5.0,1.0,True,1.0,True,1,5,"1408    1
Name: response_code, dtype: int64","1408    143512
Name: rlength, dtype: int64","1408    True
Name: url_after_redirects, dtype: bool","1408    https://paymentremittance.blogspot.be/
Name: url, dtype: object","1712    True
Name: domain_malicious, dtype: bool",N,29,0.47793726796426994,0,0,0,0,N,0,1,38.0,1.0,0.0,0.0,0.0,71,1,2,0,0,0,1000000.0,False
181,accountappleidapple.myiphost.com,0.0,2.0,2.0,1.0,2019-08-12 20:42:42,2020-09-21 07:51:41,87.0,2.0,6.0,True,1.0,None,1,10,"1288    1
Name: response_code, dtype: int64","1288    464
Name: rlength, dtype: int64","1288    True
Name: url_after_redirects, dtype: bool","1288    https://accountappleidapple.myiphost.com/?page...
Name: url, dtype: object","853    True
Name: domain_malicious, dtype: bool",N,32,0.47705350240517735,0,2,1,2,N,0,1,85.4,1.2,0.5,10.202451,0.0,82,1,2,1,0,0,1000000.0,False
182,apple-verifdat30.myvnc.com,15552000.0,26.0,23.0,0.884615384615,,,,,,,,,1,6,"776    1
Name: response_code, dtype: int64","776    0
Name: rlength, dtype: int64","776    False
Name: url_after_redirects, dtype: bool","776    http://apple-verifdat30.myvnc.com/
Name: url, dtype: object","1491    True
Name: domain_malicious, dtype: bool",N,26,0.5202472561491074,0,1,0,1,N,1,1,34.0,1.0,0.0,0.0,0.0,66,1,2,1,0,0,1000000.0,False
183,cpanel.paypal-summaryid.serveirc.com,10627200.0,25.0,25.0,1.0,,,,,,,,,1,7,"402    1
Name: response_code, dtype: int64","402    0
Name: rlength, dtype: int64","402    False
Name: url_after_redirects, dtype: bool","402    http://cpanel.paypal-summaryid.serveirc.com/
Name: url, dtype: object","1021    True
Name: domain_malicious, dtype: bool",N,36,0.4916249178782843,0,1,0,1,N,1,2,44.0,1.0,0.0,0.0,0.0,76,1,3,1,0,0,1000000.0,False
184,account-suppappleld.myvnc.com,9504000.0,22.0,22.0,1.0,2019-07-08 17:30:02,2020-08-04 03:50:37,59.0,2.0,1.0,True,1.0,True,1,9,"1347    1
Name: response_code, dtype: int64","1347    0
Name: rlength, dtype: int64","1347    False
Name: url_after_redirects, dtype: bool","1347    http://account-suppappleld.myvnc.com/
Name: url, dtype: object","1551    True
Name: domain_malicious, dtype: bool",N,29,0.47793726796426983,0,1,1,1,N,1,1,37.0,1.0,0.0,0.0,0.0,70,1,2,1,0,0,1000000.0,False
185,kisswallpaperhd2013.blogspot.mx,41385600.0,3.0,3.0,1.0,2019-10-30 05:05:58,2019-10-30 05:05:58,2.0,1.0,1.0,True,1.0,True,1,5,"541    1
Name: response_code, dtype: int64","541    143507
Name: rlength, dtype: int64","541    True
Name: url_after_redirects, dtype: bool","541    http://kisswallpaperhd2013.blogspot.mx/2010/10...
Name: url, dtype: object","1328    False
Name: domain_malicious, dtype: bool",N,31,0.5375621758889865,0,0,0,0,N,0,1,75.90909,3.0,0.0,4.7185235,0.0,81,1,2,0,0,0,1000000.0,False
186,appleid-securitys.serveirc.com,44496000.0,36.0,36.0,1.0,2017-11-29 19:17:19,2020-08-12 08:55:06,81.0,1.0,1.0,True,1.0,True,1,8,"1677    1
Name: response_code, dtype: int64","1677    0
Name: rlength, dtype: int64","1677    False
Name: url_after_redirects, dtype: bool","1677    http://appleid-securitys.serveirc.com/
Name: url, dtype: object","932    True
Name: domain_malicious, dtype: bool",N,30,0.4841132058597929,0,1,1,1,N,1,1,38.0,1.0,0.0,0.0,0.0,71,1,2,1,0,0,1000000.0,False
187,appleidsevicestr.sytes.net,27043200.0,25.0,25.0,1.0,2018-03-07 09:51:02,2020-08-10 14:29:52,764.0,2.0,2.0,True,1.0,None,1,7,"160    1
Name: response_code, dtype: int64","160    0
Name: rlength, dtype: int64","160    False
Name: url_after_redirects, dtype: bool","160    http://appleidsevicestr.sytes.net/
Name: url, dtype: object","1571    True
Name: domain_malicious, dtype: bool",N,26,0.4415716437718071,0,1,0,1,N,0,1,34.0,1.0,0.0,0.0,0.0,66,1,2,1,0,0,1000000.0,False
188,bank-america.sytes.net,8380800.0,10.0,10.0,1.0,2019-03-22 17:51:42,2020-08-04 16:00:50,82.0,2.0,2.0,True,1.0,None,1,6,"1017    1
Name: response_code, dtype: int64","1017    0
Name: rlength, dtype: int64","1017    False
Name: url_after_redirects, dtype: bool","1017    http://bank-america.sytes.net/drc
Name: url, dtype: object","721    True
Name: domain_malicious, dtype: bool",N,22,0.45794159789705874,0,0,1,0,N,1,1,33.0,1.0,0.0,0.0,0.0,66,1,2,0,0,0,1000000.0,False
189,acsverify-appleid.serveirc.com,5356800.0,12.0,12.0,1.0,2019-06-02 19:02:49,2019-06-24 17:37:02,32.0,1.0,1.0,True,1.0,True,1,11,"461    1
Name: response_code, dtype: int64","461    3470
Name: rlength, dtype: int64","461    True
Name: url_after_redirects, dtype: bool","461    http://acsverify-appleid.serveirc.com/
Name: url, dtype: object","927    True
Name: domain_malicious, dtype: bool",N,30,0.47892523742204873,0,1,1,1,N,1,1,38.0,1.0,0.0,0.0,0.0,70,1,2,1,0,0,1000000.0,False
190,apple-idlocked.onthewifi.com,8467200.0,29.0,29.0,1.0,2019-06-09 14:28:42,2019-06-26 17:35:55,12.0,1.0,1.0,True,1.0,True,1,7,"1705    1
Name: response_code, dtype: int64","1705    0
Name: rlength, dtype: int64","1705    False
Name: url_after_redirects, dtype: bool","1705    http://apple-idlocked.onthewifi.com/
Name: url, dtype: object","840    True
Name: domain_malicious, dtype: bool",N,28,0.49259495991330104,0,1,0,1,N,1,1,36.0,1.0,0.0,0.0,0.0,69,1,2,1,0,0,1000000.0,False
191,paypal-wallsecure.serveftp.com,2678400.0,6.0,6.0,1.0,2019-07-02 15:31:58,2019-07-12 03:08:15,270.0,1.0,1.0,True,1.0,True,1,13,"1358    1
Name: response_code, dtype: int64","1358    334
Name: rlength, dtype: int64","1358    True
Name: url_after_redirects, dtype: bool","1358    http://paypal-wallsecure.serveftp.com/signin
Name: url, dtype: object","1583    True
Name: domain_malicious, dtype: bool",N,30,0.4872585707553822,0,1,1,1,N,1,1,60.85,1.25,0.6,7.0744257,0.0,77,1,2,1,0,0,1000000.0,False
192,go-netflix-ajourd.000webhostapp.com,259200.0,6.0,6.0,1.0,,,,,,,,,1,8,"203    1
Name: response_code, dtype: int64","203    8451
Name: rlength, dtype: int64","203    True
Name: url_after_redirects, dtype: bool","203    https://go-netflix-ajourd.000webhostapp.com/
Name: url, dtype: object","1358    True
Name: domain_malicious, dtype: bool",N,35,0.5527500799719323,0,1,0,1,N,2,1,43.5,1.0,0.0,0.0,0.0,76,1,2,1,0,0,1000000.0,False
193,appleid-applestorel.serveirc.com,28425600.0,11.0,11.0,1.0,2019-01-15 07:57:21,2019-01-15 07:57:55,3.0,1.0,1.0,True,1.0,True,1,8,"1610    1
Name: response_code, dtype: int64","1610    0
Name: rlength, dtype: int64","1610    False
Name: url_after_redirects, dtype: bool","1610    http://appleid-applestorel.serveirc.com/accoun...
Name: url, dtype: object","1758    True
Name: domain_malicious, dtype: bool",N,32,0.4643772819947924,0,2,0,2,N,1,1,59.0,2.0,0.0,0.0,0.0,82,1,2,1,0,0,1000000.0,False
194,de.onmypc.info,44150400.0,63.0,63.0,1.0,2016-12-15 05:26:54,2016-12-15 05:26:54,2.0,1.0,2.0,True,1.0,None,1,7,"1738    1
Name: response_code, dtype: int64","1738    0
Name: rlength, dtype: int64","1738    False
Name: url_after_redirects, dtype: bool","1738    http://de.onmypc.info/
Name: url, dtype: object","828    True
Name: domain_malicious, dtype: bool",Y,14,0.42234791389958865,0,0,0,0,N,0,1,22.0,1.0,0.0,0.0,0.0,55,1,2,0,0,0,1000000.0,False
195,makemoneyfreemm.blogspot.ru,41385600.0,5.0,5.0,1.0,2019-11-07 15:32:45,2019-11-07 15:32:45,2.0,1.0,1.0,True,1.0,True,1,5,"1085    1
Name: response_code, dtype: int64","1085    143503
Name: rlength, dtype: int64","1085    True
Name: url_after_redirects, dtype: bool","1085    http://makemoneyfreemm.blogspot.ru/2014/06/adf...
Name: url, dtype: object","1060    False
Name: domain_malicious, dtype: bool",N,27,0.4797549858725806,0,0,0,0,N,0,1,56.33333199999999,2.3333333,0.0,13.523642,0.0,82,1,2,0,0,0,1000000.0,False
196,bourfitek.blogspot.be,10627200.0,5.0,5.0,1.0,2019-10-27 18:34:34,2019-10-27 18:34:34,2.0,1.0,1.0,True,1.0,True,1,6,"193    1
Name: response_code, dtype: int64","193    7133
Name: rlength, dtype: int64","193    True
Name: url_after_redirects, dtype: bool","193    https://bourfitek.blogspot.be/?m=0
Name: url, dtype: object","1511    True
Name: domain_malicious, dtype: bool",N,21,0.45671956484458415,0,0,0,0,N,0,1,31.2,1.0,0.0,0.0,0.0,66,1,2,0,0,0,1000000.0,False
