,Unnamed: 0,apex,fqdns,firstseen-pdns,lastseen-pdns,days count-pdns,query count,name servers,ns domain,soa_domains_nos,soa_domain,suspicious_tld,length,entropy,fake_tld,brand,pop_keywords,similar,is_idn,minus,num_subdomains,Label,Number_of_total_Scans,Number_of_Benign_Scans,apex_marked_malicious,domain_marked_malicious,sibling_domain_marked_malicious,Number_of_query_parameters,Positive_count,Response_code,URL_after_redirects,resolution,rlength,url_length,number of days between firstseen and lastseen,Alexa rank (avg)
222,222,iinet.net,members.iinet.net,2010-06-27,2020-01-04,142065,1,1,True,1,True,N,17,0.37857990991751095,0,0,0,0,N,0,1,Compromised,21.0,0.0,21.0,0.0,0.0,0,9,403,False,203.0.178.90,5846,94,77,614362.0
223,223,sandtextile.com,sandtextile.com,2014-09-12,2020-01-04,182331,1,1,True,2,True,N,15,0.4550279987754834,0,0,0,0,N,0,0,Compromised,28.0,1.0,27.0,27.0,0.0,0,7,200,True,96.30.39.194,699,70,1006,731174.75
224,224,urundayuniversitario.com,urundayuniversitario.com,2014-09-24,2020-01-01,11788,6,3,True,2,None,N,24,0.4675751972640999,0,0,0,1,N,0,0,Compromised,3.0,0.0,3.0,3.0,0.0,0,6,200,True,104.24.120.118,28242,180,0,730615.1666666666
225,225,acronshop.ro,acronshop.ro,2014-12-18,2020-01-04,8598,7,6,True,3,True,N,12,0.3777569033835865,0,0,0,0,N,0,0,Compromised,3.0,0.0,3.0,3.0,0.0,0,6,404,True,185.199.111.153,9339,58,143,754741.25
226,226,my1.ru,kopatelhack-fre.my1.ru,2014-10-21,2020-01-04,9256,1,2,True,1,True,N,22,0.5006107807480745,0,0,0,0,N,1,1,Compromised,1301.0,0.0,986.0,0.0,981.0,0,7,403,True,193.109.246.48,2360,36,1101,12676.0
227,227,swselectivesearch.com,swselectivesearch.com,2014-04-12,2019-12-31,7904,4,1,True,1,True,N,21,0.4448148070346473,0,0,0,0,N,0,0,Compromised,5.0,0.0,5.0,5.0,0.0,0,6,200,False,45.60.25.211,210,32,77,274397.0
228,228,human-age.com,www.human-age.com,2010-06-24,2020-01-04,91491,2,1,True,2,True,N,17,0.4318527953958829,0,0,0,0,N,1,1,Compromised,469.0,5.0,449.0,0.0,173.0,0,6,200,False,51.68.119.144,22980,173,1,741615.0
229,229,ofm.pl,kajetan.ofm.pl,2010-07-02,2020-01-04,7502,1,1,True,1,True,N,14,0.4402050536856128,0,0,0,0,N,0,1,Compromised,78.0,0.0,77.0,0.0,1.0,0,8,200,False,89.186.5.153,11271,56,380,596789.75
230,230,dailybreadhost.com,ns1.dailybreadhost.com,2012-08-12,2020-01-04,1715410,3,2,True,1,None,N,22,0.5006107807480746,0,0,0,0,N,0,1,Compromised,8.0,0.0,8.0,0.0,4.0,0,5,404,False,173.248.148.234,10146,66,1094,461986.0
231,231,bessed.com,www.bessed.com,2010-06-25,2020-01-04,284051,3,5,True,1,None,N,14,0.3798935697652535,0,0,0,0,N,0,1,Compromised,13.0,0.0,12.0,0.0,0.0,0,6,200,False,74.208.236.181,13233,51,2141,961676.0
232,232,besoft.com.cn,pb.besoft.com.cn,2013-10-23,2020-01-03,8346,2,1,True,1,True,N,16,0.4159774408207701,0,0,0,0,N,0,2,Compromised,4.0,0.0,4.0,0.0,0.0,0,8,200,False,123.56.179.90,18793,42,70,89338.0
233,233,customerservicescoreboard.com,customerservicescoreboard.com,2014-11-04,2020-01-04,30744,11,1,True,1,True,N,29,0.4402006895199584,0,0,2,0,N,0,0,Compromised,46.0,2.0,44.0,44.0,12.0,0,8,200,True,65.23.159.102,24751,176,1161,622995.0
234,234,proirrigation.com,proirrigation.com,2014-04-06,2020-01-04,15173,3,1,True,1,True,N,17,0.4060456251761558,0,0,0,0,N,0,0,Compromised,15.0,0.0,15.0,15.0,0.0,0,5,404,True,35.197.5.185,60,47,2115,718610.6666666666
235,235,asp300.com,cnc.asp300.com,2010-07-10,2020-01-01,3761,1,4,True,4,True,N,14,0.3977507095512776,0,0,0,0,N,0,1,Compromised,156.0,0.0,156.0,0.0,53.0,0,6,None,False,221.214.210.28,None,49,1379,286763.0
236,236,deckdesigns.de,sw.deckdesigns.de,2014-11-30,2020-01-04,28391,1,2,True,2,None,N,17,0.39133974282321465,0,0,0,0,N,0,1,Compromised,26.0,0.0,26.0,0.0,0.0,0,5,200,False,217.14.112.69,1585,66,249,698277.0
237,237,tarantulas.co.za,www.tarantulas.co.za,2011-11-28,2020-01-04,7959,1,5,True,1,None,N,20,0.4183049217994888,0,0,0,0,N,0,2,Compromised,9.0,0.0,4.0,0.0,0.0,0,5,200,False,107.154.160.125,50271,71,2,964372.0
238,238,inescoingenieros.com,inescoingenieros.com,2012-06-13,2020-01-04,13707,3,3,True,2,True,N,20,0.3963688271127209,0,0,0,0,N,0,0,Compromised,12.0,0.0,12.0,12.0,0.0,0,5,404,False,91.134.212.154,66249,49,617,486367.0
239,239,boswars.org,www.boswars.org,2010-06-24,2020-01-04,47739,1,1,True,1,True,N,15,0.3550279930427285,0,0,0,0,N,0,1,Compromised,20.0,1.0,19.0,0.0,0.0,0,5,200,False,128.31.0.34,11990,38,3,577193.3333333334
240,240,delreyhost.com,ns41.delreyhost.com,2013-01-11,2020-01-04,1330833,4,1,True,1,None,N,19,0.47835935068765,0,0,0,0,N,0,1,Compromised,55.0,4.0,48.0,0.0,25.0,0,5,404,False,205.134.246.123,10137,62,1466,873802.0
241,241,tt001.com,tt001.com,2013-07-05,2020-01-04,5937,3,3,True,3,None,N,9,0.3406850756895644,0,0,0,0,N,0,0,Compromised,43.0,0.0,43.0,43.0,20.0,0,6,200,True,64.90.43.204,1148,20,1271,454920.25
242,242,computerconcept.net,dns-2.computerconcept.net,2011-05-12,2019-12-02,4757267,4,3,True,2,True,N,25,0.4553842814736849,0,0,0,0,N,1,1,Compromised,5.0,0.0,3.0,0.0,0.0,0,5,200,False,76.72.89.61,26,59,908,553321.0
243,243,chrissyx.com,www.chrissyx.com,2012-10-24,2020-01-04,38368,1,1,True,1,None,N,16,0.4159774408207701,0,0,0,0,N,0,1,Compromised,40.0,0.0,40.0,0.0,20.0,0,6,403,False,134.0.26.185,215,30,424,993953.0
244,244,yuzhnaya.com.ua,yuzhnaya.com.ua,2014-03-19,2020-01-04,13355,2,2,True,1,None,N,15,0.3987372689843048,0,0,0,0,N,0,1,Compromised,4.0,0.0,4.0,4.0,0.0,0,5,200,True,194.28.84.94,13,64,745,586155.0
245,245,lakeshorekayakrental.com,lakeshorekayakrental.com,2011-05-20,2020-01-04,11532,2,2,True,2,None,N,24,0.4506735700502533,0,0,0,0,N,0,0,Compromised,4.0,0.0,4.0,4.0,0.0,0,5,404,True,173.244.208.231,19974,67,2356,347279.3333333333
246,246,ratishnaroor.com,photography.ratishnaroor.com,2013-09-10,2020-01-04,48747,1,1,True,1,True,N,28,0.44413624692826703,0,0,0,0,N,0,1,Compromised,62.0,31.0,9.0,0.0,5.0,0,5,200,True,192.185.21.201,494,67,505,894333.0
247,247,legassigardens.com,legassigardens.com,2011-02-07,2020-01-04,7626,12,8,True,9,None,N,18,0.4465539119746932,0,0,0,0,N,0,0,Compromised,6.0,0.0,6.0,6.0,0.0,0,7,403,True,192.124.249.6,2645,46,77,262661.0
248,248,yelia.com,www.yelia.com,2014-01-19,2020-01-04,75564,1,1,True,1,None,N,13,0.3976041113510931,0,0,0,0,N,0,1,Compromised,5.0,1.0,4.0,0.0,0.0,1,5,404,False,103.251.88.2,2160,67,1,730602.0
249,249,perzim.gov.my,perzim.gov.my,2014-06-27,2019-08-19,9746,8,5,True,4,None,N,13,0.4240934099952612,0,0,0,0,N,0,1,Compromised,4.0,0.0,4.0,4.0,0.0,0,5,404,True,104.24.107.195,56787,41,947,580330.125
250,250,konstantinivanov.info,blog.konstantinivanov.info,2014-05-21,2020-01-04,52837,2,1,True,1,True,Y,26,0.4319562591564223,0,0,0,0,N,0,1,Compromised,236.0,0.0,236.0,0.0,0.0,0,8,200,False,75.119.198.158,69033,59,0,674141.5555555555
251,251,gexperts.org,www.gexperts.org,2013-01-28,2020-01-04,47689,1,1,True,1,True,N,16,0.4003524408207701,0,0,0,0,N,0,1,Compromised,31.0,0.0,31.0,0.0,0.0,0,6,200,False,208.97.148.204,2212,35,32,475846.55555555556
252,252,szabosuzuki.hu,szabosuzuki.hu,2014-10-08,2020-01-01,12450,5,3,True,2,True,N,14,0.3977507095512776,0,0,0,0,N,0,0,Compromised,13.0,0.0,11.0,11.0,0.0,0,6,None,False,35.187.10.155,None,140,852,356175.0
253,253,janetlindsay.com,janetlindsay.com,2012-11-09,2019-08-25,10175,3,3,True,3,None,N,16,0.46875,0,0,0,0,N,0,0,Compromised,13.0,0.0,13.0,13.0,0.0,0,6,404,True,68.71.54.132,22399,50,1374,831874.0
254,254,q8linux.net,www.q8linux.net,2014-07-04,2020-01-04,18799,4,3,True,3,None,N,15,0.4154039356509715,0,0,0,0,N,0,1,Compromised,32.0,0.0,32.0,0.0,0.0,0,6,200,False,104.28.6.85,2654,33,51,416329.0
255,255,fansju.com,aaron.fansju.com,2011-07-09,2020-01-04,17885,4,2,True,3,True,N,16,0.4159774408207701,0,0,0,1,N,0,1,Compromised,5.0,0.0,5.0,0.0,0.0,0,5,400,False,111.74.238.45,39,24,1624,965635.0
256,256,filleacgil.it,www.filleacgil.it,2010-06-25,2019-12-30,32577,1,1,True,1,None,N,17,0.39133974282321454,0,0,0,2,N,0,1,Compromised,1123.0,16.0,1098.0,0.0,22.0,0,5,200,False,77.43.21.58,70,83,1396,409241.0
257,257,crankingwidgets.com,blog.crankingwidgets.com,2014-05-29,2020-01-04,61849,2,1,True,1,True,N,24,0.4962719428364066,0,0,0,0,N,0,1,Compromised,10.0,0.0,10.0,0.0,1.0,0,6,200,False,75.119.210.222,26752,79,553,757341.5
258,258,nidc.kr,feelyou.nidc.kr,2013-09-02,2020-01-02,5348,1,1,True,1,True,N,15,0.4550279987754834,0,0,0,0,N,0,1,Compromised,3.0,0.0,3.0,0.0,0.0,0,5,200,True,222.122.43.202,408,28,1791,978049.0
259,259,unixbsd.info,ns2.unixbsd.info,2010-06-24,2020-01-04,19789006,1,2,True,2,True,Y,16,0.4159774408207701,0,0,0,0,N,0,1,Compromised,10.0,0.0,10.0,0.0,5.0,0,5,403,False,208.87.243.238,311,52,2052,634999.0
260,260,4ru.info,www.4ru.info,2014-12-01,2020-01-04,103904,3,1,True,1,True,Y,12,0.3777569033835866,0,0,0,0,N,0,1,Compromised,3.0,1.0,2.0,0.0,0.0,0,5,200,False,80.208.224.234,590386,45,0,624669.7142857143
261,261,mkt030.com,links.mkt030.com,2010-06-30,2020-01-04,763793,1,2,True,1,None,N,16,0.4375,0,0,0,0,N,0,1,Compromised,58.0,8.0,50.0,0.0,0.0,7,7,200,True,74.112.69.9,39413,103,615,879106.25
262,262,jennybristow.com,www.jennybristow.com,2017-08-21,2020-01-04,12837,1,1,True,2,True,N,20,0.4527410164862569,0,0,0,0,N,0,1,Compromised,12.0,0.0,12.0,0.0,0.0,0,5,200,True,185.119.173.173,4198,42,985,415101.6666666667
263,263,ferro-alloys.com,ferro-alloys.com,2013-09-07,2020-01-03,5161,2,1,True,1,True,N,16,0.4316024408207701,0,0,0,0,N,1,0,Compromised,60.0,0.0,59.0,59.0,14.0,0,6,200,False,114.112.100.74,122976,68,1,998812.0
264,264,merijn.nu,merijn.nu,2014-01-02,2019-10-30,1748,1,5,True,2,None,N,9,0.3684628534673422,0,0,0,0,N,0,0,Compromised,40.0,0.0,40.0,40.0,11.0,0,6,200,False,109.72.85.200,8202,23,85,965610.0
265,265,geeksoncall.com.au,www.geeksoncall.com.au,2011-12-07,2020-01-04,4770,1,2,True,2,None,N,22,0.4465779615334223,0,0,0,0,N,0,2,Compromised,20.0,0.0,20.0,0.0,0.0,0,7,200,False,202.6.141.216,318,36,87,900344.0
266,266,superweb.ws,sesso.superweb.ws,2014-09-15,2019-11-03,4060,2,4,True,3,True,N,17,0.3611936728999249,0,0,0,0,N,0,1,Compromised,124.0,0.0,88.0,0.0,55.0,0,7,200,False,5.39.82.63,12002,45,408,469718.44444444444
267,267,johnleenissan.com,johnleenissan.com,2013-06-13,2020-01-04,219469,9,10,True,4,None,N,17,0.4318527953958828,0,0,0,0,N,0,0,Compromised,8.0,0.0,8.0,8.0,0.0,0,5,200,True,54.165.37.159,332001,64,709,662187.3333333334
268,268,dgzx.net,it.dgzx.net,2010-06-28,2020-01-04,37057,2,1,True,1,True,N,11,0.3869744092943177,0,0,0,0,N,0,1,Compromised,20.0,0.0,20.0,0.0,0.0,0,5,200,True,59.39.181.213,6959247,68,1219,305454.6666666667
269,269,enzan.org,kcs.enzan.org,2011-07-11,2020-01-02,4386,4,3,True,2,None,N,13,0.4240934099952612,0,0,0,0,N,0,1,Compromised,3.0,0.0,3.0,0.0,0.0,0,5,404,True,45.32.23.181,29728,38,1215,792800.5
270,270,juwelenmarkt.de,www.juwelenmarkt.de,2010-06-29,2020-01-04,55878,4,5,True,3,None,N,19,0.4339193042469034,0,0,0,0,N,0,1,Compromised,2.0,1.0,1.0,0.0,0.0,0,6,200,True,217.160.0.118,39561,39,84,426810.4285714286
271,271,goodfile.co.kr,pds1.goodfile.co.kr,2010-11-12,2020-01-03,8626,2,1,True,2,True,N,19,0.4552687314903674,0,0,0,0,N,0,2,Compromised,22.0,0.0,22.0,0.0,0.0,0,7,403,False,183.110.214.153,5718,37,434,645181.3333333334
272,272,postkarten-archiv.de,www.postkarten-archiv.de,2010-06-29,2020-01-04,26731,2,5,True,1,None,N,24,0.4962719428364067,0,0,0,0,N,1,1,Compromised,13.0,0.0,13.0,0.0,0.0,0,7,200,True,217.160.0.52,4579,89,62,494003.3333333333
273,273,questgrp.net,questgrp.net,2011-10-12,2020-01-04,5876,5,1,True,1,True,N,12,0.4064536489558933,0,0,0,0,N,0,0,Compromised,38.0,0.0,38.0,38.0,12.0,0,5,404,True,67.205.2.160,76059,64,1030,460721.5
274,274,reelsa.net,reelsa.net,2013-05-23,2019-12-04,4289,2,2,True,1,None,N,10,0.3558049217994889,0,0,0,0,N,0,0,Compromised,5.0,0.0,5.0,5.0,0.0,0,5,404,True,82.98.172.25,135515,62,2069,307960.3333333333
275,275,jandlfabricating.com,jandlfabricating.com,2011-06-18,2019-10-05,8338,3,2,True,1,True,N,20,0.4730229691428727,0,0,0,0,N,0,0,Compromised,3.0,0.0,3.0,3.0,0.0,0,6,404,False,208.115.98.114,168364,63,1449,787066.0
276,276,verdone.ca,mike.verdone.ca,2013-09-02,2020-01-02,22016,2,1,True,1,True,N,15,0.4320706023176381,0,0,0,0,N,0,1,Compromised,39.0,0.0,39.0,0.0,0.0,0,5,200,True,69.163.152.153,17124,28,934,703649.0
277,277,rpi-informatique.com,www.rpi-informatique.com,2010-07-03,2020-01-04,15798,2,2,True,2,None,N,24,0.4819235700502533,0,0,0,0,N,1,1,Compromised,13.0,0.0,12.0,0.0,0.0,0,5,200,False,213.186.33.176,1242,36,122,854964.5
278,278,7u.cz,nfldraftprospects.7u.cz,2010-09-16,2020-01-04,15198,1,6,True,2,True,N,23,0.4893582893618561,0,0,0,0,N,0,1,Compromised,129.0,0.0,119.0,0.0,37.0,0,5,200,False,77.93.211.244,81,49,298,555475.6666666666
279,279,carnesviba.com,www.carnesviba.com,2014-10-16,2019-12-26,5207,4,2,True,2,True,N,18,0.4465539119746932,0,0,0,0,N,0,1,Compromised,6.0,0.0,3.0,0.0,0.0,0,6,404,True,104.24.113.39,39821,42,2425,767936.3333333334
280,280,aubedutemps.info,www.aubedutemps.info,2010-07-21,2020-01-04,10339,3,5,True,1,None,Y,20,0.4730229691428727,0,0,0,0,N,0,1,Compromised,23.0,22.0,1.0,0.0,0.0,0,7,200,False,217.160.0.253,2052368,53,94,507323.75
281,281,finalsayan.com,www.finalsayan.com,2014-03-16,2020-01-04,24388,1,4,True,2,None,N,18,0.4274227482598221,0,0,0,1,N,0,1,Compromised,24.0,0.0,24.0,0.0,0.0,0,5,200,False,162.243.81.4,9651,45,114,575971.0
282,282,losfor.com,www.losfor.com,2018-07-16,2020-01-04,1675,1,2,True,2,True,N,14,0.3731535052029665,0,0,0,0,N,0,1,Compromised,5.0,0.0,4.0,0.0,0.0,0,9,200,True,87.98.154.146,46580,111,2,542027.0
283,283,thundaga.com,pokemon.thundaga.com,2010-07-17,2020-01-04,14027,2,2,True,1,True,N,20,0.4605229691428728,0,0,0,0,N,0,1,Compromised,27.0,0.0,27.0,0.0,0.0,0,10,200,False,64.22.68.69,467348,41,3031,675720.5
284,284,mkt2944.com,links.mkt2944.com,2012-01-12,2020-01-01,87824,1,2,True,1,None,N,17,0.452109321682217,0,0,0,0,N,0,1,Compromised,99.0,11.0,87.0,0.0,0.0,5,7,200,False,74.121.50.40,4233,106,1140,897217.0
285,285,kalliope.it,www.kalliope.it,2010-07-27,2020-01-04,16283,3,1,True,1,None,N,15,0.3987372689843048,0,0,0,0,N,0,1,Compromised,6.0,0.0,6.0,0.0,5.0,0,5,404,False,5.249.135.172,21616,42,385,386071.0
286,286,sinopac.org.tw,union.sinopac.org.tw,2015-01-14,2019-12-29,8152,3,1,True,1,True,N,20,0.4385868744561048,0,0,0,0,N,0,2,Compromised,21.0,0.0,21.0,0.0,0.0,0,6,200,True,13.113.202.119,350,39,1407,578449.75
287,287,lonnysfilme.de,lonnysfilme.de,2012-11-09,2020-01-02,9157,1,2,True,1,None,N,14,0.4223479138995887,0,0,0,0,N,0,0,Compromised,60.0,1.0,59.0,59.0,31.0,0,7,200,True,5.9.28.39,54112,78,899,600634.8
288,288,gurgaonchamber.org,gurgaonchamber.org,2014-04-22,2020-01-04,4128,2,2,True,2,None,N,18,0.4274227482598221,0,0,0,0,N,0,0,Compromised,5.0,0.0,5.0,5.0,1.0,0,11,404,False,67.222.24.87,332,41,470,745274.6666666666
289,289,2ic.cc,hengli.2ic.cc,2013-03-09,2020-01-01,1278,2,1,True,2,True,Y,13,0.3783733421203239,0,0,0,0,N,0,1,Compromised,317.0,0.0,316.0,0.0,296.0,0,6,403,False,119.29.145.140,364,40,443,885383.0
290,290,shelterofglory.org,shelterofglory.org,2014-11-16,2020-01-04,2817,25,4,True,4,None,N,18,0.4135338593709332,0,0,0,0,N,0,0,Compromised,6.0,0.0,6.0,6.0,0.0,0,5,404,False,136.243.51.93,28543,71,845,773571.5
291,291,computrade.com.br,www.computrade.com.br,2013-10-23,2019-10-07,1324,2,2,True,2,None,N,21,0.4448148029398222,0,0,0,0,N,0,2,Compromised,12.0,1.0,4.0,0.0,2.0,11,5,200,False,177.153.227.184,4985,220,0,425466.0
292,292,vmapro.com,vmapro.com,2011-02-24,2020-01-04,11375,5,5,True,3,None,N,10,0.3652410164862568,0,0,0,0,N,0,0,Compromised,3.0,0.0,3.0,3.0,0.0,0,6,None,False,104.24.113.29,None,38,2333,694449.0
293,293,uanix.net,autos.uanix.net,2013-03-25,2020-01-04,3996,1,4,True,2,True,N,15,0.40502799877548346,0,0,0,0,N,0,1,Compromised,297.0,0.0,297.0,0.0,152.0,0,7,200,False,89.184.76.249,6083,38,465,642373.2857142857
294,294,adservicemedia.dk,online.adservicemedia.dk,2012-03-30,2020-01-04,385843,2,2,True,3,None,N,24,0.4506735700502533,0,0,2,0,N,0,1,Compromised,36.0,3.0,31.0,0.0,0.0,2,6,200,True,35.201.103.237,315275,78,88,553149.2
295,295,hysr.co.kr,www.hysr.co.kr,2012-10-02,2019-12-30,1209,1,1,True,1,True,N,14,0.3731535052029665,0,0,0,0,N,0,2,Compromised,41.0,0.0,40.0,0.0,21.0,0,7,200,False,110.45.140.100,3689,27,99,416018.0
296,296,eco-power.com.au,eco-power.com.au,2015-08-09,2020-01-04,1312,3,1,True,1,True,N,16,0.4159774408207701,0,0,0,0,N,1,1,Compromised,6.0,1.0,5.0,5.0,0.0,0,5,200,False,45.32.188.191,1,45,105,935600.0
297,297,hebberig.be,onzin.hebberig.be,2014-03-07,2020-01-04,5732,3,1,True,1,None,N,17,0.3968903867566075,0,0,0,1,N,0,1,Compromised,52.0,0.0,32.0,0.0,0.0,0,5,403,False,136.144.195.12,230,46,2644,440944.0
298,298,momentaglobal.com,momentaglobal.com,2013-04-04,2020-01-04,17031,8,12,True,3,None,N,17,0.4115962691095487,0,0,0,0,N,0,0,Compromised,22.0,1.0,21.0,21.0,0.0,0,6,404,False,192.185.92.82,39379,45,1404,434236.0
299,299,premier-equities.com,premier-equities.com,2012-08-21,2020-01-04,3075,2,1,True,1,True,N,20,0.4355229691428728,0,0,0,0,N,1,0,Compromised,12.0,0.0,12.0,12.0,0.0,0,5,404,False,70.32.91.156,69043,49,566,275892.0
300,300,cootehalladventure.com,www.cootehalladventure.com,2010-11-04,2019-12-30,2065,2,1,True,1,None,N,26,0.4708979161259136,0,0,0,0,N,0,1,Compromised,7.0,0.0,5.0,0.0,2.0,0,6,404,False,91.136.49.93,3612,54,2,568961.0
301,301,abg.org.au,abg.org.au,2010-09-20,2019-09-02,1821,2,4,True,2,None,N,10,0.3402410164862569,0,0,0,0,N,0,1,Compromised,4.0,0.0,4.0,4.0,0.0,0,11,404,True,27.121.68.26,10189,46,88,682809.0
302,302,lasertk.ru,mx.lasertk.ru,2013-09-28,2020-01-04,51283,1,1,True,1,None,N,13,0.4240934099952612,0,0,0,0,N,0,1,Compromised,9.0,0.0,9.0,0.0,0.0,0,5,404,False,94.180.114.162,418,162,2501,584591.0
303,303,free-audio-converter.net,www.free-audio-converter.net,2010-06-25,2020-01-03,32590,2,1,True,1,None,N,28,0.4619933867142911,0,0,0,0,N,2,1,Compromised,47.0,0.0,47.0,0.0,26.0,0,6,200,False,64.40.144.10,1098,46,333,361674.0
304,304,seacollection.com.vn,seacollection.com.vn,2014-11-02,2020-01-04,8335,6,4,True,2,None,N,20,0.4308049217994888,0,0,0,0,N,0,1,Compromised,18.0,0.0,18.0,18.0,0.0,0,5,404,False,118.69.80.18,552,50,1602,571979.8571428572
305,305,southwestern.edu.np,southwestern.edu.np,2014-09-15,2020-01-03,5151,5,6,True,5,True,N,19,0.4339193042469034,0,0,0,0,N,0,1,Compromised,9.0,0.0,9.0,9.0,0.0,0,6,404,False,69.89.31.130,50999,37,1433,893535.5
306,306,aftonkuriren.se,www.aftonkuriren.se,2014-05-12,2019-10-08,16668,15,1,True,1,True,N,19,0.4470771989837455,0,0,0,0,N,0,1,Compromised,115.0,4.0,110.0,0.0,95.0,1,6,200,False,85.229.147.104,39248,36,32,812562.0
307,307,jobsinbd.com,jobsinbd.com,2014-04-15,2020-01-04,24622,4,3,True,2,True,N,12,0.4064536489558933,0,0,0,0,N,0,0,Compromised,2.0,0.0,2.0,2.0,0.0,0,6,404,True,117.58.243.83,352,55,302,706362.5
308,308,ridesandfun.com,ridesandfun.com,2012-01-17,2020-01-01,1842,10,5,True,3,None,N,15,0.4550279987754834,0,0,0,0,N,0,0,Compromised,21.0,0.0,21.0,21.0,0.0,0,5,404,False,185.58.192.251,295,39,1464,298792.0
309,309,pacificsafetywear.com.au,pacificsafetywear.com.au,2012-12-08,2020-01-04,8579,1,1,True,1,True,N,24,0.4650219428364066,0,0,0,0,N,0,1,Compromised,6.0,0.0,6.0,6.0,0.0,0,5,404,False,27.54.129.161,303,47,2379,636059.0
310,310,maxejaculation.com,maxejaculation.com,2013-11-27,2020-01-04,9660,3,3,True,3,True,N,18,0.4465539119746933,0,0,0,0,N,0,0,Compromised,2.0,0.0,2.0,2.0,0.0,0,5,404,True,198.199.69.186,10825,50,1013,891559.0
311,311,yilmazduzen.com,yilmazduzen.com,2014-07-14,2020-01-02,19566,6,5,True,4,None,N,15,0.4550279987754834,0,0,0,0,N,0,0,Compromised,5.0,0.0,5.0,5.0,0.0,0,7,404,True,185.151.30.131,18540,55,616,548462.0
312,312,sanskarvidhyapeeth.com,sanskarvidhyapeeth.com,2014-12-29,2019-10-23,8380,15,8,True,3,True,N,22,0.4963216438680211,0,0,0,0,N,0,0,Compromised,4.0,0.0,4.0,4.0,0.0,0,6,404,False,142.4.25.38,344,61,1023,808826.0
313,313,stylenb.com,stylenb.com,2015-11-27,2020-01-03,4980,19,5,True,3,None,N,11,0.4324289625662561,0,0,0,1,N,0,0,Compromised,3.0,0.0,3.0,3.0,0.0,0,5,404,True,23.227.38.32,188583,67,845,569933.3333333334
314,314,theaestheticclinic.com,theaestheticclinic.com,2015-01-22,2020-01-04,1307,8,5,True,3,True,N,22,0.4195615480173997,0,0,0,0,N,0,0,Compromised,3.0,0.0,3.0,3.0,0.0,0,6,404,True,77.68.64.0,38558,117,827,500785.0
315,315,biganddigital.com,www.biganddigital.com,2014-02-14,2020-01-04,13573,4,5,True,1,None,N,21,0.4448148029398224,0,0,0,0,N,0,1,Compromised,12.0,1.0,11.0,0.0,5.0,1,5,404,False,104.131.129.51,20723,79,1,876244.3333333334
316,316,chipseo.com,chipseo.com,2015-05-08,2020-01-03,1416,6,7,True,4,None,N,11,0.3869744092943177,0,0,0,0,N,0,0,Compromised,4.0,0.0,4.0,4.0,0.0,0,5,404,False,104.31.87.15,0,77,1200,687754.5
317,317,twgogo.org,candy.twgogo.org,2015-10-26,2019-08-26,558,3,2,True,1,None,N,16,0.41007988164154,0,0,0,0,N,0,1,Compromised,4.0,0.0,4.0,0.0,0.0,0,5,200,False,199.59.242.151,4028,56,1001,759115.25
318,318,masverde.cl,masverde.cl,2013-09-08,2020-01-03,14004,2,1,True,1,True,N,11,0.409701685930287,0,0,0,0,N,0,0,Compromised,6.0,1.0,5.0,5.0,0.0,0,7,200,True,192.185.22.253,494,55,0,747658.5
319,319,jendelatours.com,jendelatours.com,2014-01-13,2020-01-04,13849,5,2,True,1,None,N,16,0.46875,0,0,0,0,N,0,0,Compromised,8.0,0.0,8.0,8.0,0.0,0,6,404,False,66.154.14.82,26006,56,235,775811.0
320,320,axez.nl,axez.nl,2013-03-26,2020-01-04,6822,5,2,True,2,None,N,7,0.35091935475549224,0,0,0,0,N,0,0,Compromised,9.0,0.0,9.0,9.0,0.0,0,5,404,True,185.69.234.110,80677,23,439,799573.0
321,321,kuru2jam.com,parts.kuru2jam.com,2012-09-19,2019-12-17,480399,11,8,True,2,None,N,18,0.4517961868006754,0,0,0,0,N,0,1,Compromised,15.0,1.0,14.0,0.0,0.0,0,5,200,False,209.126.103.59,3603,40,83,987308.0
322,322,xdesk.org,jason.xdesk.org,2014-05-02,2020-01-04,9834,2,1,True,1,True,N,15,0.4383613321088168,0,0,0,0,N,0,1,Compromised,3.0,0.0,3.0,0.0,0.0,0,7,200,False,45.79.5.252,620341,33,334,391833.0
323,323,roachchiropractic.com,roachchiropractic.com,2013-10-23,2020-01-04,8402,6,3,True,3,True,N,21,0.38761457115634745,0,0,0,0,N,0,0,Compromised,5.0,1.0,4.0,4.0,0.0,0,5,404,True,216.172.165.60,147534,59,1295,907479.0
324,324,hebogo.com,hebogo.com,2012-11-06,2020-01-04,5875,1,2,True,1,None,N,10,0.3558049217994889,0,0,0,0,N,0,0,Compromised,74.0,0.0,74.0,74.0,19.0,0,7,200,False,220.73.162.5,108336,42,1153,492998.125
325,325,fm-solutions.co.za,www.fm-solutions.co.za,2013-04-10,2020-01-03,2515,5,3,True,2,None,N,22,0.4650160973806417,0,0,0,0,N,1,2,Compromised,26.0,0.0,12.0,0.0,7.0,0,5,404,False,169.239.217.14,109845,83,0,780212.0
326,326,retroactive-jazz.co.uk,retroactive-jazz.co.uk,2014-01-31,2019-08-31,4600,2,3,True,2,None,N,22,0.4665198716571654,0,0,0,0,N,1,1,Compromised,13.0,0.0,13.0,13.0,0.0,0,5,404,True,165.231.190.145,609,104,1807,554747.0
