,Unnamed: 0,Unnamed: 0.1,apex,fqdns,firstseen-pdns,lastseen-pdns,days count-pdns,query count,name servers,ns domain,soa_domains_nos,soa_domain,suspicious_tld,length,entropy,fake_tld,brand,pop_keywords,similar,is_idn,minus,num_subdomains,Label,Number_of_total_Scans,Number_of_Benign_Scans,apex_marked_malicious,domain_marked_malicious,sibling_domain_marked_malicious,Number_of_query_parameters,Positive_count,Response_code,URL_after_redirects,resolution,rlength,url_length,number of days between firstseen and lastseen,Alexa rank (avg),url,mean_urls_per_subdomain,mean_path_depth_per_subdomain,mean_query_parameters_per_subdomain_paths,mean_path_length_per_subdomain_paths,mean_number_of_popular_keywords_per_subdomain_paths,#query_parameters,#dots_in_path,#brands_in_path,#similar_keywords_in_path,#suspicious_keywords_in_path
593,593,593,3vhost.net,yjm775825.3vhost.net,2015-12-28,2019-03-16,2930,9,2,True,1,None,N,20,0.4902410164862567,0,0,0,0,N,0,1,Attacker-Created,5.0,0.0,3.0,0.0,0.0,0,5,404,False,173.82.115.72,2515,60,1310,121963.0,"116    http://yjm775825.3vhost.net/
Name: url, dtype: object",3.0,1.0,0.0,1.0,0.0,1,2,0,0,0
594,594,594,downyouxi.com,wt92.downyouxi.com,2014-10-10,2019-12-18,5165,5,1,True,1,None,N,18,0.4604428008635821,0,0,0,0,N,0,1,Attacker-Created,4450.0,0.0,4450.0,0.0,4427.0,0,9,403,False,218.75.159.105,564,82,1702,355212.0,"1203    http://wt92.downyouxi.com/xuezhanshanghaitan2.zip
Name: url, dtype: object",23.0,1.0,0.0,4.0,0.0,1,2,0,0,0
595,595,595,pinoytambayans-actor.ml,webmail.pinoytambayans-actor.ml,2019-06-29,2019-06-30,30,1,1,True,1,None,Y,31,0.488772399075865,0,0,0,0,N,1,1,Attacker-Created,3.0,0.0,3.0,0.0,0.0,0,6,200,True,173.249.60.62,36688,71,42,936379.0,"228    http://webmail.pinoytambayans-actor.ml/
Name: url, dtype: object",3.0,1.0,0.0,1.0,0.0,1,2,0,0,0
596,596,596,blodchain.com,login.blodchain.com,2019-06-30,2019-06-30,12,2,1,True,1,True,N,19,0.4339193042469034,0,0,1,1,N,0,1,Attacker-Created,3.0,0.0,3.0,0.0,0.0,0,8,200,True,104.24.103.204,37529,59,41,685561.0,"607    http://login.blodchain.com/
Name: url, dtype: object",3.0,1.0,0.0,1.0,0.0,1,2,0,0,0
597,597,597,bandungairport.top,bandungairport.top,2019-07-19,2019-07-21,15,1,2,True,2,None,Y,18,0.43790729791178656,0,0,0,0,N,0,0,Attacker-Created,3.0,0.0,3.0,3.0,0.0,0,9,200,False,45.13.36.158,89051,58,16,287209.0,"567    http://bandungairport.top/
Name: url, dtype: object",3.0,1.0,0.0,1.0,0.0,1,1,0,0,0
598,598,598,5000best.net,5000best.net,2019-07-25,2019-07-27,24,2,1,True,1,True,N,12,0.3569235700502533,0,0,0,0,N,0,0,Attacker-Created,3.0,0.0,3.0,3.0,0.0,0,7,200,False,104.24.120.253,4053,53,25,528845.0,"1078    http://5000best.net/
Name: url, dtype: object",3.0,1.0,0.0,1.0,0.0,1,1,0,0,0
599,599,599,connectbp.fr,connectbp.fr,2019-06-25,2019-06-27,4,2,1,True,1,True,N,12,0.4064536489558933,0,0,0,0,N,0,0,Attacker-Created,3.0,0.0,3.0,3.0,0.0,0,6,200,True,104.27.179.87,1153,52,49,409826.0,"816    http://connectbp.fr/
Name: url, dtype: object",3.0,1.0,0.0,1.0,0.0,1,1,0,0,0
600,600,600,microsoftsssupport.xyz,microsoftsssupport.xyz,2019-08-03,2019-08-05,24,5,1,True,1,None,Y,22,0.45086709450477896,0,1,1,1,N,0,0,Attacker-Created,8.0,1.0,6.0,6.0,0.0,0,7,200,False,50.63.202.40,29813,63,5,204467.0,"485    https://microsoftsssupport.xyz/
Name: url, dtype: object",7.0,1.0,0.0,1.0,0.0,1,1,1,0,0
601,601,601,supportappleid-importupdateaccount.com,supportappleid-importupdateaccount.com,2019-07-22,2019-07-24,29,1,1,True,1,None,N,38,0.4725223873889287,0,1,3,1,N,1,0,Attacker-Created,2.0,0.0,2.0,2.0,0.0,0,7,404,False,68.183.3.251,74,78,15,424371.0,"256    http://supportappleid-importupdateaccount.com/
Name: url, dtype: object",2.0,1.0,0.0,1.0,0.0,1,1,1,0,0
602,602,602,usaa-communication.com,usaa-communication.com,2019-07-01,2019-07-02,288,78,1,True,1,None,N,22,0.4152724150460429,0,0,0,0,N,1,0,Attacker-Created,10.0,0.0,10.0,10.0,0.0,0,8,None,False,78.90.243.124,None,62,34,963399.0,"529    http://usaa-communication.com/
Name: url, dtype: object",10.0,1.1,0.0,2.7,0.0,1,1,0,0,0
603,603,603,xn--paypa-n6a.net,xn--paypa-n6a.net,2019-08-10,2019-08-12,85,1,1,True,1,None,N,17,0.39133974282321454,0,0,0,1,N,0,0,Attacker-Created,17.0,0.0,17.0,17.0,0.0,0,11,200,True,149.56.25.3,321336,80,1,458371.0,"528    https://xn--paypa-n6a.net/secure/panel/app/index
Name: url, dtype: object",17.0,2.6470587,0.0,13.235294,0.0,1,1,0,1,0
604,604,604,tarifeler-turkcell.com,tarifeler-turkcell.com,2019-08-07,2019-08-08,16,2,1,True,1,None,N,22,0.4536524610170054,0,0,0,0,N,1,0,Attacker-Created,11.0,1.0,10.0,10.0,0.0,0,9,200,False,132.148.203.13,130368,81,5,661905.0,"964    https://tarifeler-turkcell.com/turkcell/index.php
Name: url, dtype: object",11.0,1.3636363999999999,0.0,8.090909,0.0,1,1,0,0,0
605,605,605,maciekkurier.info,maciekkurier.info,2019-06-10,2019-06-11,118,1,1,True,1,True,Y,17,0.4318527953958828,0,0,0,0,N,0,0,Attacker-Created,3.0,0.0,3.0,3.0,0.0,0,9,404,False,47.91.95.201,326,66,63,815418.0,"682    http://maciekkurier.info/oplata244
Name: url, dtype: object",3.0,1.0,0.0,10.0,0.0,1,1,0,0,0
606,606,606,paypiei.com,paypiei.com,2019-08-10,2019-08-12,70,1,1,True,1,None,N,11,0.3869744092943177,0,0,0,1,N,0,0,Attacker-Created,22.0,0.0,22.0,22.0,0.0,1,11,404,False,167.114.2.130,787,78,1,486266.0,"693    https://paypiei.com/cgi-sys/defaultwebpage.cgi
Name: url, dtype: object",22.0,1.4090909,0.0,11.863636,0.0,1,1,0,0,0
607,607,607,winsystemharmfile117.online,winsystemharmfile117.online,2019-05-22,2019-05-24,351,2,1,True,1,True,Y,27,0.4912838046231229,0,0,0,0,N,0,0,Attacker-Created,6.0,0.0,6.0,6.0,0.0,0,8,None,False,on,None,81,63,450714.0,"562    http://winsystemharmfile117.online/critical-er...
Name: url, dtype: object",6.0,3.0,0.0,33.0,0.0,1,1,0,0,0
608,608,608,app-datalockedup.com,app-datalockedup.com,2019-06-27,2019-06-29,34,1,1,True,1,None,N,20,0.4433049217994887,0,0,0,1,N,1,0,Attacker-Created,5.0,0.0,5.0,5.0,0.0,0,5,403,False,35.184.5.169,317,60,49,373781.0,"377    http://app-datalockedup.com/
Name: url, dtype: object",5.0,1.0,0.0,1.0,0.0,1,1,0,0,0
609,609,609,bt-qs.top,bt-qs.top,2019-05-31,2019-06-01,6,1,1,True,1,None,Y,9,0.3684628534673422,0,0,0,0,N,1,0,Attacker-Created,5.0,0.0,5.0,5.0,0.0,0,11,200,False,23.234.51.25,414916,59,70,178858.0,"545    http://bt-qs.top/sagawa.apk
Name: url, dtype: object",5.0,1.0,0.0,9.0,0.0,1,1,0,0,0
610,610,610,oreservasiou-mailbox.com,accountsecures-appleld.com.auth2019.oreservasiou-mailbox.com,2019-08-14,2019-08-17,40,1,1,True,1,None,N,60,0.5371043324149459,1,1,1,1,N,2,3,Attacker-Created,17.0,4.0,11.0,0.0,0.0,3,11,404,False,34.66.46.251,325,81,0,387744.0,"473    https://accountsecures-appleld.com.auth2019.or...
Name: url, dtype: object",15.0,1.3333334,0.53333336,4.6,0.0,1,0,1,0,0
611,611,611,isupportapplemail.com,iforgot.support.account.isupportapplemail.com,2019-05-31,2019-06-03,30,1,1,True,1,True,N,45,0.4731650139133963,0,1,2,1,N,0,3,Attacker-Created,5.0,0.0,5.0,0.0,0.0,0,5,200,True,162.144.66.103,317,81,62,870401.0,"457    http://iforgot.support.account.isupportapplema...
Name: url, dtype: object",5.0,1.0,0.0,1.0,0.0,1,0,1,0,0
612,612,612,letsgo-opit.com,manage.recovery.dataupdate-rebuild.letsgo-opit.com,2019-08-15,2019-08-22,28,1,1,True,1,None,N,50,0.5139090555744735,0,0,2,0,N,2,3,Attacker-Created,22.0,2.0,20.0,0.0,3.0,0,7,404,False,178.255.43.94,74,81,0,386836.0,"491    http://manage.recovery.dataupdate-rebuild.lets...
Name: url, dtype: object",19.0,1.5789474,1.1052631000000002,6.8421054,0.0,1,0,0,0,0
613,613,613,nallyosnaheh.com,www.nallyosnaheh.com,2019-08-06,2019-08-29,268,15,4,True,1,None,N,20,0.4355229691428728,0,0,0,0,N,0,1,Attacker-Created,366.0,0.0,366.0,0.0,43.0,0,5,404,False,54.187.239.226,0,82,0,193920.6,"1066    http://www.nallyosnaheh.com/ei0u)8oes2nkd/mipr...
Name: url, dtype: object",323.0,1.9814241000000001,0.0,58.897830000000006,0.0,1,2,0,0,0
614,614,614,datiy-sem.com,www.datiy-sem.com,2019-06-12,2019-09-27,4157,69,4,True,1,None,N,17,0.44655867774882396,0,0,0,0,N,1,1,Attacker-Created,28.0,0.0,28.0,0.0,2.0,0,5,404,False,52.10.85.173,0,81,0,830286.1428571428,"559    http://www.datiy-sem.com/7ndc*l2bynywm/WinDjVi...
Name: url, dtype: object",26.0,2.0,0.0,39.384617,0.0,1,2,0,0,0
615,615,615,wapka-files.com,f13.wapka-files.com,2014-07-21,2019-12-28,27126,7,4,True,2,None,N,19,0.4915172454244921,0,0,0,0,N,1,1,Attacker-Created,110.0,0.0,110.0,0.0,93.0,0,5,200,False,161.117.39.190,242,82,1788,627555.5,"1251    http://f13.wapka-files.com/download/c/2/7/3042...
Name: url, dtype: object",17.0,6.529412000000001,0.0,86.0,0.0,1,2,0,0,1
616,616,616,unverfctiontlssuppid.com,iforgot.appleid.service.unverfctiontlssuppid.com,2019-05-30,2019-05-30,23,1,1,True,1,None,N,48,0.5037734641662682,0,1,1,1,N,0,3,Attacker-Created,3.0,0.0,3.0,0.0,0.0,0,7,200,False,142.4.23.25,68,81,64,365421.0,"635    http://iforgot.appleid.service.unverfctiontlss...
Name: url, dtype: object",3.0,1.0,0.0,1.0,0.0,1,0,1,0,0
617,617,617,chaelybreanne.info,websecure.request.appleid.apple.reset.chaelybreanne.info,2019-07-19,2019-07-21,60,1,1,True,1,None,Y,56,0.4875399160982639,0,2,1,3,N,0,5,Compromised,5.0,0.0,5.0,0.0,0.0,0,6,404,False,159.203.64.210,359,81,15,395940.0,"844    http://websecure.request.appleid.apple.reset.c...
Name: url, dtype: object",5.0,1.0,0.0,1.0,0.0,1,0,1,0,0
618,618,618,bjiyo.org,manage.apple.com-us.secureaccesslock-pageunlock343.bjiyo.org,2019-08-09,2019-08-10,31,1,1,True,1,None,N,60,0.5198862850715619,1,1,3,1,N,2,4,Attacker-Created,30.0,2.0,28.0,0.0,8.0,3,9,403,False,167.71.96.115,194,81,0,125625.0,"740    https://manage.apple.com-us.secureaccesslock-p...
Name: url, dtype: object",22.0,1.5454545,1.0909091,5.681818,0.0,1,0,1,0,0
619,619,619,ndhshdlajshd37.xyz,ndhshdlajshd37.xyz,2019-07-31,2019-08-03,376,1,1,True,1,None,Y,18,0.441311637148711,0,0,0,0,N,0,0,Attacker-Created,20.0,0.0,20.0,20.0,0.0,0,8,200,False,104.245.38.16,11321,81,2,149057.0,"632    http://ndhshdlajshd37.xyz/2484djhasjhsankjda54...
Name: url, dtype: object",20.0,1.05,0.0,16.35,0.0,1,1,0,0,0
620,620,620,jt6287.com,jt6287.com,2018-02-15,2018-02-18,5,3,2,True,2,True,N,10,0.4152410164862569,0,0,0,0,N,0,0,Attacker-Created,29.0,1.0,28.0,28.0,12.0,0,5,200,True,154.197.40.223,2659,59,162,955418.0,"974    http://jt6287.com/aglz1.htm
Name: url, dtype: object",17.0,1.0,0.0,7.7058824999999995,0.0,1,1,0,0,0
621,621,621,bnpbe.com,bnpbe.com,2019-05-13,2019-05-15,18,2,1,True,1,None,N,9,0.3684628534673422,0,0,0,0,N,0,0,Attacker-Created,3.0,0.0,3.0,3.0,0.0,0,9,None,False,on,None,81,78,575242.0,"336    http://bnpbe.com/wp-content/themes/twentyninet...
Name: url, dtype: object",3.0,6.0,0.0,56.0,0.0,1,1,0,0,0
622,622,622,exitedgirls.online,exitedgirls.online,2019-08-14,2019-08-16,232,1,1,True,1,None,Y,18,0.4274227482598221,0,0,0,0,N,0,0,Attacker-Created,9.0,1.0,8.0,8.0,0.0,0,7,200,True,167.71.131.37,11909,59,1,128052.0,"1002    http://exitedgirls.online/
Name: url, dtype: object",9.0,1.0,0.0,2.3333333,0.0,1,1,0,0,0
623,623,623,quemvisitoumeuperfilll.com,quemvisitoumeuperfilll.com,2019-05-23,2019-05-25,36,1,1,True,1,None,N,26,0.4636393817514766,0,0,0,0,N,0,0,Attacker-Created,7.0,0.0,7.0,7.0,3.0,0,6,200,True,142.11.202.90,1429,67,85,613115.0,"1069    http://quemvisitoumeuperfilll.com/
Name: url, dtype: object",4.0,1.0,0.0,1.0,0.0,1,1,0,0,0
624,624,624,st4ckgiveway.site,st4ckgiveway.site,2019-07-12,2019-07-14,13,2,1,True,1,True,N,17,0.4521093216822169,0,0,0,1,N,0,0,Attacker-Created,19.0,0.0,19.0,19.0,0.0,0,8,200,False,104.31.80.76,151494,57,28,288627.0,"700    http://st4ckgiveway.site/
Name: url, dtype: object",19.0,1.0,0.0,1.0,0.0,1,1,0,0,0
625,625,625,myspotify-portal.com,spotifymembership.clientlogin-verification.myspotify-portal.com,2019-07-07,2019-07-10,84,1,1,True,1,None,N,63,0.5147025940880225,0,0,4,0,N,2,2,Attacker-Created,12.0,0.0,12.0,0.0,4.0,0,6,404,True,93.157.63.38,0,81,31,370085.0,"319    http://spotifymembership.clientlogin-verificat...
Name: url, dtype: object",8.0,1.375,0.0,14.125,0.0,1,0,0,0,0
626,626,626,kuriernowak.info,kuriernowak.info,2019-05-31,2019-06-03,95,3,1,True,1,True,Y,16,0.421875,0,0,0,0,N,0,0,Attacker-Created,2.0,0.0,2.0,2.0,0.0,0,7,200,True,49.51.150.186,499,65,65,529559.0,"739    http://kuriernowak.info/oplata342
Name: url, dtype: object",2.0,1.0,0.0,10.0,0.0,1,1,0,0,0
627,627,627,securedtrustedcomputercheck.club,securedtrustedcomputercheck.club,2019-07-01,2019-07-03,557,2,2,True,1,True,Y,32,0.4502771231688147,0,0,0,0,N,0,0,Attacker-Created,8.0,0.0,8.0,8.0,0.0,0,6,200,True,104.18.59.84,98844,81,27,165343.0,"911    http://securedtrustedcomputercheck.club/PA1/ma...
Name: url, dtype: object",8.0,1.375,0.0,6.875,0.0,1,1,0,0,0
628,628,628,asemanateaguardacomasmelhoresoferasdiadosnamoradosaproveite.com,asemanateaguardacomasmelhoresoferasdiadosnamoradosaproveite.com,2019-06-10,2019-06-13,172,1,2,True,1,None,N,63,0.4666042424243415,0,0,0,1,N,0,0,Attacker-Created,1.0,0.0,1.0,1.0,0.0,0,6,None,False,162.241.3.35,None,81,51,619948.5,"120    http://asemanateaguardacomasmelhoresoferasdiad...
Name: url, dtype: object",1.0,1.0,0.0,1.0,0.0,1,0,0,0,0
629,629,629,menglarsk.com,applesevice.apple.com.menglarsk.com,2019-08-15,2019-08-21,75,1,1,True,1,None,N,35,0.4603418505284043,1,2,0,2,N,0,3,Attacker-Created,32.0,2.0,29.0,0.0,0.0,0,10,200,False,165.22.125.58,77,81,0,390155.0,"200    https://applesevice.apple.com.menglarsk.com/se...
Name: url, dtype: object",31.0,1.7419354999999999,0.9032258,7.161289999999999,0.09677419,1,4,1,0,0
630,630,630,mscurruptfiles527.xyz,mscurruptfiles527.xyz,2019-07-17,2019-07-19,14,2,1,True,1,True,Y,21,0.5133253631659351,0,0,0,0,N,0,0,Attacker-Created,10.0,0.0,10.0,10.0,2.0,0,6,200,False,104.31.65.137,932,81,23,89772.0,"157    http://mscurruptfiles527.xyz/critical-error-15...
Name: url, dtype: object",8.0,1.375,0.0,14.125,0.0,1,1,0,0,0
631,631,631,55s63q22y5wt514nvpi.com,5m3cje.55s63q22y5wt514nvpi.com,2019-06-18,2019-06-24,107,1,1,True,1,None,N,30,0.5233211626944407,0,0,0,0,N,0,1,Attacker-Created,3.0,0.0,3.0,0.0,0.0,0,6,403,True,134.209.69.92,339,70,57,552596.0,"714    http://5m3cje.55s63q22y5wt514nvpi.com/
Name: url, dtype: object",3.0,1.0,0.0,1.0,0.0,1,2,0,0,0
632,632,632,zcdn781.ml,bdx999.zcdn781.ml,2019-08-08,2019-08-19,46,1,1,True,1,True,Y,17,0.44655867774882396,0,0,0,0,N,0,1,Attacker-Created,21.0,2.0,8.0,0.0,2.0,0,7,200,False,198.46.255.157,6863306,82,1,719226.0,"1349    http://bdx999.zcdn781.ml/dl/papercut-ng-11_odx...
Name: url, dtype: object",8.0,1.875,0.0,27.5,0.0,1,2,0,0,0
633,633,633,net579.com,0812.3w.net579.com,2019-03-21,2019-06-15,441,2,4,True,3,None,N,18,0.4882205786413599,0,0,0,0,N,0,2,Compromised,3.0,0.0,3.0,0.0,0.0,0,5,200,False,23.234.15.217,122590,58,88,96501.5,"250    http://0812.3w.net579.com/
Name: url, dtype: object",3.0,1.0,0.0,1.0,0.0,1,3,0,0,0
634,634,634,limited-panel-paypai.com,limited-panel-paypai.com,2019-07-25,2019-07-26,41,1,1,True,1,True,N,24,0.4571585305974333,0,0,0,1,N,2,0,Attacker-Created,8.0,0.0,8.0,8.0,0.0,0,11,200,False,47.75.77.254,254,64,8,821495.0,"415    http://limited-panel-paypai.com/
Name: url, dtype: object",8.0,1.0,0.0,1.0,0.0,1,1,0,0,0
635,635,635,letgoapprenewacnt.com,manage-appld.letgoapprenewacnt.com,2019-07-22,2019-07-23,28,1,2,True,1,None,N,34,0.4654750267028357,0,0,1,2,N,1,1,Attacker-Created,6.0,0.0,6.0,0.0,0.0,0,9,200,False,101.99.90.50,375,74,21,422110.0,"779    http://manage-appld.letgoapprenewacnt.com/
Name: url, dtype: object",6.0,1.0,0.0,1.0,0.0,1,2,0,0,0
636,636,636,parnert-eriste.ga,parnert-eriste.ga,2019-08-13,2019-08-14,8,2,1,True,1,True,Y,17,0.4115962691095487,0,0,0,0,N,1,0,Attacker-Created,6.0,0.0,6.0,6.0,0.0,0,11,200,True,104.31.75.189,54052,57,2,620161.0,"338    http://parnert-eriste.ga/
Name: url, dtype: object",6.0,1.0,0.0,2.6666667,0.0,1,1,0,0,0
637,637,637,restricted-user-paypai.com,restricted-user-paypai.com,2019-08-04,2019-08-04,74,1,2,True,1,True,N,26,0.4745271833131321,0,0,0,1,N,2,0,Attacker-Created,12.0,0.0,12.0,12.0,0.0,0,9,200,False,47.75.77.254,254,67,3,537340.0,"1141    http://restricted-user-paypai.com/
Name: url, dtype: object",12.0,1.0,0.0,1.0,0.0,1,1,0,0,0
638,638,638,hdgxbsai.com,appleid.update-billing.hdgxbsai.com,2019-07-11,2019-07-11,21,1,2,True,2,None,N,35,0.5062516860441973,0,1,1,1,N,1,2,Attacker-Created,4.0,0.0,4.0,0.0,0.0,0,7,403,False,173.82.153.137,241,75,24,879918.0,"597    http://appleid.update-billing.hdgxbsai.com/
Name: url, dtype: object",4.0,1.0,0.0,1.0,0.0,1,3,1,0,0
639,639,639,centralceans.com,centralceans.com,2019-07-25,2019-07-25,5,1,1,True,1,None,N,16,0.4159774408207701,0,0,0,0,N,0,0,Attacker-Created,5.0,0.0,5.0,5.0,0.0,0,7,None,False,on,None,81,0,627573.0,"344    http://centralceans.com/centraloceans/sharing_...
Name: url, dtype: object",5.0,1.6,0.0,25.0,0.0,1,1,0,0,0
640,640,640,yuvijisakol.tk,yuvijisakol.tk,2019-04-29,2019-04-29,57,1,1,True,0,None,Y,14,0.4402050536856128,0,0,0,0,N,0,0,Attacker-Created,3.0,0.0,3.0,3.0,0.0,0,5,None,False,on,None,59,96,375094.0,"775    http://yuvijisakol.tk/index
Name: url, dtype: object",3.0,1.0,0.0,6.0,0.0,1,1,0,0,0
641,641,641,credit-agricole-departements.cf,credit-agricole-departements.cf,2019-07-15,2019-07-15,9,1,1,True,1,True,Y,31,0.4826845960521438,0,0,0,1,N,2,0,Attacker-Created,1.0,0.0,1.0,1.0,0.0,0,5,None,False,on,None,71,26,831025.0,"847    http://credit-agricole-departements.cf/
Name: url, dtype: object",1.0,1.0,0.0,1.0,0.0,1,1,0,0,0
642,642,642,galak-all.ml,galak-all.ml,2019-08-07,2019-08-07,6,1,3,True,1,None,Y,12,0.31525690338358664,0,0,0,0,N,1,0,Attacker-Created,5.0,1.0,4.0,4.0,0.0,0,11,None,False,on,None,52,0,610159.0,"668    http://galak-all.ml/
Name: url, dtype: object",5.0,1.0,0.0,1.0,0.0,1,1,0,0,0
643,643,643,sajizalop.tk,sajizalop.tk,2019-04-29,2019-04-29,110,1,1,True,0,None,Y,12,0.42728698228922657,0,0,0,0,N,0,0,Attacker-Created,6.0,0.0,6.0,6.0,0.0,0,5,None,False,on,None,53,104,850655.0,"1015    http://sajizalop.tk/
Name: url, dtype: object",6.0,1.0,0.0,1.0,0.0,1,1,0,0,0
644,644,644,ruudmeg.be,mobiel-registratie-verlengen-nl.ruudmeg.be,2019-08-07,2019-08-07,4,1,3,True,1,None,N,42,0.4782823973955602,0,0,0,0,N,3,1,Compromised,6.0,1.0,5.0,0.0,0.0,0,7,200,True,37.97.254.28,3063,81,2,181003.0,"582    https://mobiel-registratie-verlengen-nl.ruudme...
Name: url, dtype: object",6.0,1.6666666,0.0,15.5,0.0,1,0,0,0,0
645,645,645,pageforumpage.com,pageforumpage.com,2019-08-05,2019-08-05,52,1,3,True,2,None,N,17,0.4226975569763345,0,0,0,0,N,0,0,Attacker-Created,19.0,2.0,17.0,17.0,0.0,0,8,None,False,on,None,80,3,477588.0,"417    http://pageforumpage.com/Amazon/031ee/index2.php
Name: url, dtype: object",19.0,2.3157895,0.15789473,23.526316,0.0,1,1,0,1,0
646,646,646,arealotof.tk,arealotof.tk,2019-06-11,2019-06-12,116,1,1,True,0,None,Y,12,0.38562031562256,0,0,0,0,N,0,0,Attacker-Created,5.0,0.0,5.0,5.0,0.0,0,5,404,True,194.9.70.19,0,52,65,915423.0,"579    http://arealotof.tk/
Name: url, dtype: object",5.0,1.0,0.0,1.0,0.0,1,1,0,0,0
647,647,647,bzjjwjlptv.com,manage-l0cked-appl3.bzjjwjlptv.com,2019-08-10,2019-08-10,3,1,1,True,1,None,N,34,0.5292433279330782,0,0,1,1,N,2,1,Attacker-Created,17.0,0.0,17.0,0.0,4.0,3,6,404,False,on,325,81,0,456671.0,"691    https://manage-l0cked-appl3.bzjjwjlptv.com/acc...
Name: url, dtype: object",13.0,1.3076923,0.61538464,5.6153846,0.0,1,2,0,0,0
648,648,648,rijifokove.tk,rijifokove.tk,2019-05-02,2019-05-02,141,1,1,True,0,None,Y,13,0.404862640764492,0,0,0,0,N,0,0,Attacker-Created,3.0,0.0,3.0,3.0,0.0,0,5,None,False,on,None,58,78,628635.0,"542    http://rijifokove.tk/index
Name: url, dtype: object",3.0,1.0,0.0,6.0,0.0,1,1,0,0,0
649,649,649,tydackmemphan.com,iforgot.support.account.service.center.tydackmemphan.com,2019-07-17,2019-07-17,8,1,1,True,1,True,N,56,0.5052318128040101,0,0,3,0,N,0,5,Attacker-Created,16.0,0.0,16.0,0.0,7.0,0,7,200,False,162.241.222.181,68,81,22,450942.0,"141    http://iforgot.support.account.service.center....
Name: url, dtype: object",9.0,1.0,0.0,1.0,0.0,1,0,0,0,0
650,650,650,fesafsdf.com,update-info.appleid.fesafsdf.com,2019-07-09,2019-07-10,25,1,2,True,2,None,N,32,0.477443602051925,0,1,1,1,N,1,2,Attacker-Created,9.0,0.0,9.0,0.0,2.0,0,6,403,False,31.133.100.103,241,71,31,490851.0,"32    http://update-info.appleid.fesafsdf.com/
Name: url, dtype: object",7.0,1.0,0.0,1.0,0.0,1,3,1,0,0
651,651,651,support-valid.com,support-valid.com,2019-07-21,2019-07-22,6,1,2,True,1,None,N,17,0.4815210863880994,0,0,1,0,N,1,0,Attacker-Created,4.0,0.0,4.0,4.0,2.0,0,9,404,False,195.133.49.30,148,57,15,791476.0,"264    http://support-valid.com/
Name: url, dtype: object",2.0,1.0,0.0,1.0,0.0,1,1,0,0,0
652,652,652,appstore-cancelation-order-payment.com,appstore-cancelation-order-payment.com,2019-07-16,2019-07-16,6,1,1,True,1,True,N,38,0.4766181485506479,0,0,0,1,N,3,0,Attacker-Created,2.0,0.0,2.0,2.0,0.0,0,6,403,False,116.203.88.66,241,77,16,427530.0,"99    http://appstore-cancelation-order-payment.com/
Name: url, dtype: object",2.0,1.0,0.0,1.0,0.0,1,1,0,0,0
653,653,653,taiziakaya.com,iforgot.support.account.service.taiziakaya.com,2019-08-07,2019-08-08,23,1,1,True,1,True,N,46,0.4959240242713881,0,0,3,0,N,0,4,Attacker-Created,24.0,1.0,22.0,0.0,0.0,1,11,404,False,212.115.108.167,359,81,0,408609.0,"351    https://iforgot.support.account.service.taizia...
Name: url, dtype: object",23.0,1.5217391000000002,0.08695652,5.7826085,0.0,1,0,0,0,0
654,654,654,adminpagescookie.com,adminpagescookie.com,2019-08-05,2019-08-06,38,1,3,True,1,None,N,20,0.4480229691428728,0,0,0,0,N,0,0,Attacker-Created,64.0,2.0,62.0,62.0,0.0,0,8,None,False,on,None,81,0,190185.0,"595    http://adminpagescookie.com/Amazon/fdd33/walle...
Name: url, dtype: object",64.0,2.46875,0.0,16.890625,0.0,1,1,0,1,0
655,655,655,artoea.com,artoea.com,2019-08-12,2019-08-13,15,1,1,True,1,None,N,10,0.3652410164862568,0,0,0,0,N,0,0,Attacker-Created,10.0,2.0,8.0,8.0,0.0,12,5,200,False,162.241.174.211,38269,80,0,198258.0,"89    http://artoea.com/cmd-login=a1e17be73f109984b1...
Name: url, dtype: object",10.0,1.3,3.3,22.3,0.0,1,1,0,0,0
656,656,656,replyactivesw.xyz,replyactivesw.xyz,2019-08-14,2019-08-14,16,1,1,True,1,None,Y,17,0.4815210863880994,0,0,0,0,N,0,0,Attacker-Created,8.0,0.0,8.0,8.0,0.0,0,8,None,False,on,None,58,1,412836.0,"1334    http://replyactivesw.xyz/
Name: url, dtype: object",8.0,1.75,0.0,8.375,0.0,1,1,0,0,0
657,657,657,identityid-account.com,iforgot.support.account.service.identityid-account.com,2019-07-17,2019-07-18,19,1,1,True,1,True,N,54,0.4953605832836176,0,0,3,0,N,1,4,Attacker-Created,6.0,0.0,6.0,0.0,0.0,0,7,404,False,162.241.222.181,354,82,22,422901.0,"1012    http://iforgot.support.account.service.identit...
Name: url, dtype: object",6.0,1.0,0.0,1.0,0.0,1,0,0,0,0
658,658,658,missing-kids5.com,missing-kids5.com,2019-06-23,2019-06-24,5,1,1,True,1,True,N,17,0.4263021514624899,0,0,0,0,N,1,0,Attacker-Created,1.0,0.0,1.0,1.0,0.0,0,5,200,False,85.128.134.234,1109,57,49,843293.0,"386    http://missing-kids5.com/
Name: url, dtype: object",1.0,1.0,0.0,1.0,0.0,1,1,0,0,0
